tag,round,value,wall_time
env/episode_len,1,200.0,1790004540.90566
env/episode_len,2,200.0,1790004807.706216
env/episode_len,3,200.0,1790005072.729675
env/episode_len,4,200.0,1790005338.9370606
env/episode_len,5,200.0,1790005886.863085
env/episode_len,6,200.0,1790006148.5929234
env/episode_len,7,200.0,1790006414.4542198
env/episode_len,8,200.0,1790006678.9263942
env/episode_len,9,200.0,1790006942.6670823
env/episode_len,10,200.0,1790007485.2628548
env/episode_len,11,200.0,1790007747.4616535
env/episode_len,12,200.0,1790008014.1633275
env/episode_len,13,200.0,1790008280.237017
env/episode_len,14,200.0,1790008544.3590372
env/episode_len,15,200.0,1790009085.5886757
env/episode_len,16,200.0,1790009345.9950545
env/episode_len,17,200.0,1790009609.124977
env/episode_len,18,200.0,1790009872.5604722
env/episode_len,19,200.0,1790010136.4159753
env/episode_len,20,200.0,1790010675.6389358
env/episode_len,21,200.0,1790010937.1204193
env/episode_len,22,200.0,1790011201.387513
env/episode_len,23,200.0,1790011463.134029
env/episode_len,24,200.0,1790011726.901258
env/episode_len,25,200.0,1790012271.6216955
env/episode_len,26,200.0,1790012530.8321345
env/episode_len,27,200.0,1790012794.6334088
env/episode_len,28,200.0,1790013056.7270567
env/episode_len,29,200.0,1790013319.510836
env/episode_len,30,200.0,1790013864.566324
env/episode_len,31,200.0,1790014125.4025633
env/episode_len,32,200.0,1790014388.3974016
env/episode_len,33,200.0,1790014652.648488
env/episode_len,34,200.0,1790014915.1289048
env/episode_len,35,200.0,1790015457.662625
env/episode_len,36,200.0,1790015717.5640063
env/episode_len,37,200.0,1790015981.9200678
env/episode_len,38,200.0,1790016244.484467
env/episode_len,39,200.0,1790016507.6189053
env/episode_len,40,200.0,1790017054.0559306
env/episode_len,41,200.0,1790017314.9574397
env/episode_len,42,200.0,1790017578.4260957
env/episode_len,43,200.0,1790017843.3984594
env/episode_len,44,200.0,1790018107.607611
env/episode_len,45,200.0,1790018654.391188
env/episode_len,46,200.0,1790018916.0678637
env/episode_len,47,200.0,1790019180.0854826
env/episode_len,48,200.0,1790019444.4715073
env/episode_len,49,200.0,1790019707.3691113
env/episode_len,50,200.0,1790020275.8046052
env/episode_len,51,200.0,1790020537.257505
env/episode_len,52,200.0,1790020800.764314
env/episode_len,53,200.0,1790021064.0859883
env/episode_len,54,200.0,1790021327.5783577
env/episode_len,55,200.0,1790021864.1984844
env/episode_len,56,200.0,1790022125.2771482
env/episode_len,57,200.0,1790022389.5154173
env/episode_len,58,200.0,1790022653.617695
env/episode_len,59,200.0,1790022916.9436252
env/episode_len,60,200.0,1790023461.8714406
env/episode_len,61,200.0,1790023721.4815447
env/episode_len,62,200.0,1790023984.3187363
env/episode_len,63,200.0,1790024248.0062344
env/episode_len,64,200.0,1790024512.6283658
env/episode_len,65,200.0,1790025045.2090168
env/episode_len,66,200.0,1790025305.1649601
env/episode_len,67,200.0,1790025569.2832937
env/episode_len,68,200.0,1790025831.9840798
env/episode_len,69,200.0,1790026093.6360264
env/episode_len,70,200.0,1790026629.7885318
env/episode_len,71,200.0,1790026889.6348557
env/episode_len,72,200.0,1790027153.441924
env/episode_len,73,200.0,1790027415.7072854
env/episode_len,74,200.0,1790027679.7845032
env/episode_len,75,200.0,1790028214.9153333
env/episode_len,76,200.0,1790028475.7102363
env/episode_len,77,200.0,1790028738.3952215
env/episode_len,78,200.0,1790029000.014295
env/episode_len,79,200.0,1790029264.081262
env/episode_len,80,200.0,1790029804.3078387
env/episode_len,81,200.0,1790030065.1301618
env/episode_len,82,200.0,1790030327.9508247
env/episode_len,83,200.0,1790030591.56698
env/episode_len,84,200.0,1790030854.5962613
env/episode_len,85,200.0,1790031391.5881972
env/episode_len,86,200.0,1790031653.2812033
env/episode_len,87,200.0,1790031915.6876652
env/episode_len,88,200.0,1790032178.9374385
env/episode_len,89,200.0,1790032442.1315494
env/episode_len,90,200.0,1790032982.1854706
env/episode_len,91,200.0,1790033242.5159225
env/episode_len,92,200.0,1790033504.1762474
env/episode_len,93,200.0,1790033768.9297383
env/episode_len,94,200.0,1790034032.9330645
env/episode_len,95,200.0,1790034565.9478528
env/episode_len,96,200.0,1790034827.5065393
env/episode_len,97,200.0,1790035090.530596
env/episode_len,98,200.0,1790035353.0567112
env/episode_len,99,200.0,1790035617.1287594
env/episode_len,100,200.0,1790036177.706607
env/episode_len,101,200.0,1790036438.630554
env/episode_len,102,200.0,1790036702.3566375
env/episode_len,103,200.0,1790036963.758851
env/episode_len,104,200.0,1790037226.8170242
env/episode_len,105,200.0,1790037758.7684731
env/episode_len,106,200.0,1790038019.019124
env/episode_len,107,200.0,1790038281.3441064
env/episode_len,108,200.0,1790038545.4880097
env/episode_len,109,200.0,1790038807.549616
env/episode_len,110,200.0,1790039340.0461757
env/episode_len,111,200.0,1790039600.5719159
env/episode_len,112,200.0,1790039864.4850307
env/episode_len,113,200.0,1790040125.5062168
env/episode_len,114,200.0,1790040389.0754025
env/episode_len,115,200.0,1790040923.5768144
env/episode_len,116,200.0,1790041184.3976786
env/episode_len,117,200.0,1790041448.6205142
env/episode_len,118,200.0,1790041712.1060278
env/episode_len,119,200.0,1790041975.3909485
env/episode_len,120,200.0,1790042514.4494262
env/episode_len,121,200.0,1790042775.7296195
env/episode_len,122,200.0,1790043039.1677067
env/episode_len,123,200.0,1790043303.8132856
env/episode_len,124,200.0,1790043567.6646273
env/episode_len,125,200.0,1790044101.450019
env/episode_len,126,200.0,1790044362.9041982
env/episode_len,127,200.0,1790044626.019374
env/episode_len,128,200.0,1790044891.0928166
env/episode_len,129,200.0,1790045154.6064167
env/episode_len,130,200.0,1790045691.5103939
env/episode_len,131,200.0,1790045952.5519648
env/episode_len,132,200.0,1790046217.2434802
env/episode_len,133,200.0,1790046481.821311
env/episode_len,134,200.0,1790046745.3262637
env/episode_len,135,200.0,1790047285.3539279
env/episode_len,136,200.0,1790047545.388277
env/episode_len,137,200.0,1790047808.185379
env/episode_len,138,200.0,1790048071.8930593
env/episode_len,139,200.0,1790048333.8091638
env/episode_len,140,200.0,1790048866.5763023
env/episode_len,141,200.0,1790049126.3948274
env/episode_len,142,200.0,1790049388.0102139
env/episode_len,143,200.0,1790049652.5183578
env/episode_len,144,200.0,1790049916.9422948
env/reward,1,0.0012499999720603228,1790004540.905706
env/reward,2,0.0024999999441206455,1790004807.7062483
env/reward,3,0.0037499999161809683,1790005072.7297347
env/reward,4,0.0024999999441206455,1790005338.9371102
env/reward,5,0.0037499999161809683,1790005886.863105
env/reward,6,0.0012499999720603228,1790006148.5929832
env/reward,7,0.0012499999720603228,1790006414.4542706
env/reward,8,0.0,1790006678.9264383
env/reward,9,0.0037499999161809683,1790006942.6671257
env/reward,10,0.0037499999161809683,1790007485.2628808
env/reward,11,0.0,1790007747.4616995
env/reward,12,0.0024999999441206455,1790008014.1633854
env/reward,13,0.0024999999441206455,1790008280.2370622
env/reward,14,0.0012499999720603228,1790008544.3591368
env/reward,15,0.0024999999441206455,1790009085.5887032
env/reward,16,0.0012499999720603228,1790009345.9951
env/reward,17,0.0012499999720603228,1790009609.1250215
env/reward,18,0.0024999999441206455,1790009872.5605192
env/reward,19,0.0,1790010136.416016
env/reward,20,0.0012499999720603228,1790010675.6389675
env/reward,21,0.0012499999720603228,1790010937.120481
env/reward,22,0.0012499999720603228,1790011201.3875635
env/reward,23,0.0024999999441206455,1790011463.134107
env/reward,24,0.0037499999161809683,1790011726.9013107
env/reward,25,0.0037499999161809683,1790012271.6217172
env/reward,26,0.0024999999441206455,1790012530.8321893
env/reward,27,0.0012499999720603228,1790012794.6335177
env/reward,28,0.0037499999161809683,1790013056.7271054
env/reward,29,0.0012499999720603228,1790013319.5108821
env/reward,30,0.0024999999441206455,1790013864.5663424
env/reward,31,0.0012499999720603228,1790014125.402609
env/reward,32,0.0024999999441206455,1790014388.3974466
env/reward,33,0.0,1790014652.6485322
env/reward,34,0.0024999999441206455,1790014915.1289642
env/reward,35,0.0,1790015457.6626637
env/reward,36,0.0037499999161809683,1790015717.5640583
env/reward,37,0.0012499999720603228,1790015981.9201086
env/reward,38,0.0037499999161809683,1790016244.4845376
env/reward,39,0.0024999999441206455,1790016507.6189506
env/reward,40,0.0012499999720603228,1790017054.0559564
env/reward,41,0.0024999999441206455,1790017314.9574885
env/reward,42,0.004999999888241291,1790017578.426143
env/reward,43,0.0012499999720603228,1790017843.398503
env/reward,44,0.0024999999441206455,1790018107.607654
env/reward,45,0.0012499999720603228,1790018654.3912125
env/reward,46,0.0012499999720603228,1790018916.0679011
env/reward,47,0.0,1790019180.0855315
env/reward,48,0.0012499999720603228,1790019444.4715588
env/reward,49,0.0037499999161809683,1790019707.3691802
env/reward,50,0.0,1790020275.8046362
env/reward,51,0.0012499999720603228,1790020537.2575545
env/reward,52,0.0024999999441206455,1790020800.7643466
env/reward,53,0.004999999888241291,1790021064.0860462
env/reward,54,0.0012499999720603228,1790021327.5783994
env/reward,55,0.0037499999161809683,1790021864.1985037
env/reward,56,0.0012499999720603228,1790022125.277202
env/reward,57,0.0024999999441206455,1790022389.5154645
env/reward,58,0.0,1790022653.6177456
env/reward,59,0.0012499999720603228,1790022916.9436777
env/reward,60,0.0,1790023461.8714728
env/reward,61,0.0024999999441206455,1790023721.481595
env/reward,62,0.0024999999441206455,1790023984.3187888
env/reward,63,0.0,1790024248.0063071
env/reward,64,0.0012499999720603228,1790024512.6283984
env/reward,65,0.0037499999161809683,1790025045.20905
env/reward,66,0.0024999999441206455,1790025305.165004
env/reward,67,0.0,1790025569.2833402
env/reward,68,0.0012499999720603228,1790025831.984126
env/reward,69,0.004999999888241291,1790026093.6360905
env/reward,70,0.0024999999441206455,1790026629.7885535
env/reward,71,0.0012499999720603228,1790026889.6349196
env/reward,72,0.0024999999441206455,1790027153.4419773
env/reward,73,0.0024999999441206455,1790027415.7073333
env/reward,74,0.0012499999720603228,1790027679.7845485
env/reward,75,0.0024999999441206455,1790028214.9153543
env/reward,76,0.0037499999161809683,1790028475.71028
env/reward,77,0.0024999999441206455,1790028738.3952801
env/reward,78,0.0037499999161809683,1790029000.014336
env/reward,79,0.0024999999441206455,1790029264.0813138
env/reward,80,0.0,1790029804.3078685
env/reward,81,0.0012499999720603228,1790030065.1302068
env/reward,82,0.0024999999441206455,1790030327.9508731
env/reward,83,0.0024999999441206455,1790030591.5670228
env/reward,84,0.0012499999720603228,1790030854.5963202
env/reward,85,0.0,1790031391.5882165
env/reward,86,0.0012499999720603228,1790031653.2812526
env/reward,87,0.0037499999161809683,1790031915.6877308
env/reward,88,0.0024999999441206455,1790032178.9374979
env/reward,89,0.0012499999720603228,1790032442.131599
env/reward,90,0.0012499999720603228,1790032982.1854966
env/reward,91,0.0037499999161809683,1790033242.5159726
env/reward,92,0.0024999999441206455,1790033504.1762965
env/reward,93,0.0012499999720603228,1790033768.9297903
env/reward,94,0.0024999999441206455,1790034032.9331129
env/reward,95,0.0012499999720603228,1790034565.9478893
env/reward,96,0.0012499999720603228,1790034827.5065906
env/reward,97,0.0037499999161809683,1790035090.5306215
env/reward,98,0.0012499999720603228,1790035353.0567617
env/reward,99,0.0012499999720603228,1790035617.1288013
env/reward,100,0.0,1790036177.7066398
env/reward,101,0.0012499999720603228,1790036438.6305945
env/reward,102,0.0012499999720603228,1790036702.3566823
env/reward,103,0.0024999999441206455,1790036963.7589025
env/reward,104,0.0024999999441206455,1790037226.8170815
env/reward,105,0.0024999999441206455,1790037758.7684917
env/reward,106,0.0037499999161809683,1790038019.0191722
env/reward,107,0.004999999888241291,1790038281.3441591
env/reward,108,0.0012499999720603228,1790038545.4880612
env/reward,109,0.0024999999441206455,1790038807.549665
env/reward,110,0.0037499999161809683,1790039340.0461984
env/reward,111,0.0,1790039600.5719671
env/reward,112,0.0012499999720603228,1790039864.4850721
env/reward,113,0.0024999999441206455,1790040125.506266
env/reward,114,0.0024999999441206455,1790040389.0754607
env/reward,115,0.0037499999161809683,1790040923.5768454
env/reward,116,0.0024999999441206455,1790041184.3977296
env/reward,117,0.0012499999720603228,1790041448.6205657
env/reward,118,0.0037499999161809683,1790041712.1060727
env/reward,119,0.0037499999161809683,1790041975.3909774
env/reward,120,0.0012499999720603228,1790042514.4494503
env/reward,121,0.0,1790042775.7296703
env/reward,122,0.0012499999720603228,1790043039.1677554
env/reward,123,0.0012499999720603228,1790043303.8133323
env/reward,124,0.0012499999720603228,1790043567.6646738
env/reward,125,0.0037499999161809683,1790044101.4500399
env/reward,126,0.0012499999720603228,1790044362.904232
env/reward,127,0.0012499999720603228,1790044626.019424
env/reward,128,0.0024999999441206455,1790044891.0928645
env/reward,129,0.0012499999720603228,1790045154.6064684
env/reward,130,0.0024999999441206455,1790045691.510418
env/reward,131,0.0024999999441206455,1790045952.552006
env/reward,132,0.0037499999161809683,1790046217.2435386
env/reward,133,0.0024999999441206455,1790046481.8213663
env/reward,134,0.0024999999441206455,1790046745.3263042
env/reward,135,0.0037499999161809683,1790047285.35395
env/reward,136,0.0024999999441206455,1790047545.3883266
env/reward,137,0.0024999999441206455,1790047808.185426
env/reward,138,0.0024999999441206455,1790048071.8931143
env/reward,139,0.0024999999441206455,1790048333.8092134
env/reward,140,0.0037499999161809683,1790048866.576328
env/reward,141,0.0012499999720603228,1790049126.394865
env/reward,142,0.0037499999161809683,1790049388.0102556
env/reward,143,0.0024999999441206455,1790049652.518409
env/reward,144,0.0012499999720603228,1790049916.9423497
env/success_once,1,0.25,1790004540.9057171
env/success_once,2,0.5,1790004807.7062564
env/success_once,3,0.75,1790005072.729745
env/success_once,4,0.5,1790005338.9371188
env/success_once,5,0.75,1790005886.8631139
env/success_once,6,0.25,1790006148.5929954
env/success_once,7,0.25,1790006414.4542804
env/success_once,8,0.0,1790006678.9264467
env/success_once,9,0.75,1790006942.667134
env/success_once,10,0.75,1790007485.2628891
env/success_once,11,0.0,1790007747.4617074
env/success_once,12,0.5,1790008014.163396
env/success_once,13,0.5,1790008280.2370706
env/success_once,14,0.25,1790008544.3591585
env/success_once,15,0.5,1790009085.588714
env/success_once,16,0.25,1790009345.9951081
env/success_once,17,0.25,1790009609.1250293
env/success_once,18,0.5,1790009872.560527
env/success_once,19,0.0,1790010136.4160225
env/success_once,20,0.25,1790010675.6389797
env/success_once,21,0.25,1790010937.1204906
env/success_once,22,0.25,1790011201.387573
env/success_once,23,0.5,1790011463.1341214
env/success_once,24,0.75,1790011726.9013193
env/success_once,25,0.75,1790012271.6217268
env/success_once,26,0.5,1790012530.832198
env/success_once,27,0.25,1790012794.63354
env/success_once,28,0.75,1790013056.7271163
env/success_once,29,0.25,1790013319.5108902
env/success_once,30,0.5,1790013864.5663502
env/success_once,31,0.25,1790014125.402617
env/success_once,32,0.5,1790014388.3974545
env/success_once,33,0.0,1790014652.6485403
env/success_once,34,0.5,1790014915.1289732
env/success_once,35,0.0,1790015457.6626806
env/success_once,36,0.75,1790015717.5640676
env/success_once,37,0.25,1790015981.9201148
env/success_once,38,0.75,1790016244.4845521
env/success_once,39,0.5,1790016507.6189594
env/success_once,40,0.25,1790017054.0559661
env/success_once,41,0.5,1790017314.9574974
env/success_once,42,1.0,1790017578.4261508
env/success_once,43,0.25,1790017843.3985112
env/success_once,44,0.5,1790018107.607662
env/success_once,45,0.25,1790018654.391223
env/success_once,46,0.25,1790018916.0679107
env/success_once,47,0.0,1790019180.0855403
env/success_once,48,0.25,1790019444.4715679
env/success_once,49,0.75,1790019707.369193
env/success_once,50,0.0,1790020275.804645
env/success_once,51,0.25,1790020537.2575636
env/success_once,52,0.5,1790020800.7643545
env/success_once,53,1.0,1790021064.0860562
env/success_once,54,0.25,1790021327.5784059
env/success_once,55,0.75,1790021864.1985114
env/success_once,56,0.25,1790022125.277211
env/success_once,57,0.5,1790022389.515474
env/success_once,58,0.0,1790022653.617755
env/success_once,59,0.25,1790022916.9436877
env/success_once,60,0.0,1790023461.8714836
env/success_once,61,0.5,1790023721.4816043
env/success_once,62,0.5,1790023984.3187993
env/success_once,63,0.0,1790024248.0063193
env/success_once,64,0.25,1790024512.6284077
env/success_once,65,0.75,1790025045.2090607
env/success_once,66,0.5,1790025305.1650126
env/success_once,67,0.0,1790025569.283349
env/success_once,68,0.25,1790025831.9841344
env/success_once,69,1.0,1790026093.6361022
env/success_once,70,0.5,1790026629.7885613
env/success_once,71,0.25,1790026889.6349323
env/success_once,72,0.5,1790027153.4419878
env/success_once,73,0.5,1790027415.7073426
env/success_once,74,0.25,1790027679.7845573
env/success_once,75,0.5,1790028214.9153624
env/success_once,76,0.75,1790028475.7102876
env/success_once,77,0.5,1790028738.3952909
env/success_once,78,0.75,1790029000.014345
env/success_once,79,0.5,1790029264.0813239
env/success_once,80,0.0,1790029804.3078794
env/success_once,81,0.25,1790030065.1302161
env/success_once,82,0.5,1790030327.9508822
env/success_once,83,0.5,1790030591.5670311
env/success_once,84,0.25,1790030854.5963333
env/success_once,85,0.0,1790031391.5882235
env/success_once,86,0.25,1790031653.2812605
env/success_once,87,0.75,1790031915.6877427
env/success_once,88,0.5,1790032178.9375076
env/success_once,89,0.25,1790032442.1316066
env/success_once,90,0.25,1790032982.185507
env/success_once,91,0.75,1790033242.515981
env/success_once,92,0.5,1790033504.1763074
env/success_once,93,0.25,1790033768.9298
env/success_once,94,0.5,1790034032.9331217
env/success_once,95,0.25,1790034565.9479015
env/success_once,96,0.25,1790034827.506599
env/success_once,97,0.75,1790035090.5306292
env/success_once,98,0.25,1790035353.0567715
env/success_once,99,0.25,1790035617.128809
env/success_once,100,0.0,1790036177.7066512
env/success_once,101,0.25,1790036438.6306026
env/success_once,102,0.25,1790036702.356692
env/success_once,103,0.5,1790036963.758911
env/success_once,104,0.5,1790037226.817091
env/success_once,105,0.5,1790037758.7684982
env/success_once,106,0.75,1790038019.019182
env/success_once,107,1.0,1790038281.3441684
env/success_once,108,0.25,1790038545.4880705
env/success_once,109,0.5,1790038807.5496736
env/success_once,110,0.75,1790039340.046207
