tag,round,value,wall_time,segment
env/success_once,1,0.25,1789730974.8488393,0
env/success_once,2,0.5,1789731053.4497025,0
env/success_once,3,0.25,1789731134.5584495,0
env/success_once,4,0.25,1789731214.8581736,0
env/success_once,5,0.25,1789731298.8820095,0
env/success_once,6,0.0,1789731383.4743104,0
env/success_once,7,0.25,1789731464.4810846,0
env/success_once,8,0.0,1789731549.4829407,0
env/success_once,9,0.25,1789731633.159109,0
env/success_once,10,0.0,1789731717.3849173,0
env/success_once,11,0.25,1789731800.0944426,0
env/success_once,12,0.0,1789731884.24763,0
env/success_once,13,0.25,1789731966.384116,0
env/success_once,14,0.0,1789732051.406234,0
env/success_once,15,0.75,1789732126.7046456,0
env/success_once,16,0.0,1789732213.5808022,0
env/success_once,17,0.0,1789732297.701434,0
env/success_once,18,0.25,1789732380.6426742,0
env/success_once,19,0.25,1789732464.7644491,0
env/success_once,20,0.0,1789732547.9949038,0
env/success_once,21,0.25,1789732631.0928235,0
env/success_once,22,0.25,1789732714.4349186,0
env/success_once,23,0.0,1789732799.165617,0
env/success_once,24,0.25,1789732882.4580474,0
env/success_once,25,0.5,1789733354.4277596,0
env/success_once,26,0.25,1789733433.7784872,0
env/success_once,27,0.5,1789733507.8453584,0
env/success_once,28,0.0,1789733589.739975,0
env/success_once,29,0.0,1789733671.1429305,0
env/success_once,30,0.25,1789733749.4225307,0
env/success_once,31,0.0,1789733830.733245,0
env/success_once,32,0.0,1789733911.7108707,0
env/success_once,33,0.0,1789733991.7060528,0
env/success_once,34,0.0,1789734074.299333,0
env/success_once,35,0.25,1789734154.557215,0
env/success_once,36,0.0,1789734237.0931494,0
env/success_once,37,0.0,1789734319.65346,0
env/success_once,38,0.0,1789734401.7579875,0
env/success_once,39,0.0,1789734483.383789,0
env/success_once,40,0.0,1789734582.7152297,0
env/success_once,41,0.5,1789734659.404498,0
env/success_once,42,0.0,1789734750.49528,0
env/success_once,43,0.0,1789734869.019991,0
env/success_once,44,0.0,1789735004.8765879,0
env/success_once,45,0.0,1789735140.0362167,0
env/success_once,46,0.25,1789735270.255332,0
env/success_once,47,0.25,1789735393.0174446,0
env/success_once,48,0.25,1789735530.764773,0
env/success_once,49,0.5,1789735660.1486902,0
env/success_once,50,0.0,1789736372.1783848,0
env/success_once,51,0.25,1789736509.7521327,0
env/success_once,52,0.0,1789736645.5515902,0
env/success_once,53,0.25,1789736781.100571,0
env/success_once,54,0.0,1789736910.8856258,0
env/success_once,55,0.0,1789737056.007763,0
env/success_once,56,0.0,1789737200.2533705,0
env/success_once,57,0.0,1789737336.40534,0
env/success_once,58,0.5,1789737464.7863703,0
env/success_once,59,0.25,1789737578.8547223,0
env/success_once,60,0.25,1789737658.5605152,0
env/success_once,61,0.25,1789737737.2198465,0
env/success_once,62,0.0,1789737819.2856722,0
env/success_once,63,0.0,1789737900.2334697,0
env/success_once,64,0.25,1789737978.052031,0
env/success_once,65,0.0,1789738059.555621,0
env/success_once,66,0.0,1789738141.1668553,0
env/success_once,67,0.0,1789738226.1116853,0
env/success_once,68,0.25,1789738307.4297354,0
env/success_once,69,0.0,1789738411.4882567,0
env/success_once,70,0.25,1789738489.3312638,0
env/success_once,71,0.0,1789738571.8655546,0
env/success_once,72,0.5,1789738645.8284564,0
env/success_once,73,0.0,1789738726.972332,0
env/success_once,74,0.25,1789738834.216045,0
env/success_once,75,0.25,1789739616.4145253,0
env/success_once,76,0.5,1789739753.4098926,0
env/success_once,77,0.0,1789739885.875949,0
env/success_once,78,0.0,1789740024.1052663,0
env/success_once,79,0.25,1789740162.9460552,0
env/success_once,80,0.25,1789740293.5252779,0
env/success_once,81,0.0,1789740430.3163464,0
env/success_once,82,0.25,1789740568.2105956,0
env/success_once,83,0.0,1789740708.1876755,0
env/success_once,84,0.0,1789740846.0237,0
env/success_once,85,0.0,1789740982.8990812,0
env/success_once,86,0.0,1789741126.8459113,0
env/success_once,87,0.25,1789741255.5136118,0
env/success_once,88,0.25,1789741390.8673544,0
env/success_once,89,0.0,1789741527.17873,0
env/success_once,90,0.0,1789741637.1380274,0
env/success_once,91,0.25,1789741774.0744047,0
env/success_once,92,0.25,1789741927.9334927,0
env/success_once,93,0.25,1789742067.7612414,0
env/success_once,94,0.0,1789742215.735523,0
env/success_once,95,0.25,1789742362.794059,0
env/success_once,96,0.0,1789742496.4718177,0
env/success_once,97,0.0,1789742650.1630104,0
env/success_once,98,0.25,1789742797.1047208,0
env/success_once,99,0.0,1789742946.0276673,0
env/success_once,100,0.0,1789743755.0055153,0
env/success_once,101,0.75,1789743872.4937046,0
env/success_once,102,0.25,1789744008.204197,0
env/success_once,103,0.25,1789744148.3509774,0
env/success_once,104,0.0,1789744291.362346,0
env/success_once,105,0.25,1789744449.7596881,0
env/success_once,106,0.25,1789744592.4461596,0
env/success_once,107,0.0,1789744726.4208384,0
env/success_once,108,0.25,1789744875.865043,0
env/success_once,109,0.5,1789745007.5751054,0
env/success_once,110,0.0,1789745153.6781938,0
env/success_once,111,0.5,1789745281.5552304,0
env/success_once,112,0.25,1789745427.9303901,0
env/success_once,113,0.25,1789745578.1098835,0
env/success_once,114,0.0,1789745741.415845,0
env/success_once,115,0.25,1789745900.0794058,0
env/success_once,116,0.25,1789746048.1719224,0
env/success_once,117,0.25,1789746189.5866086,0
env/success_once,118,0.25,1789746321.6212628,0
env/success_once,119,0.25,1789746433.6368787,0
env/success_once,120,0.25,1789746574.6373332,0
env/success_once,121,0.0,1789746716.0096622,0
env/success_once,122,0.0,1789746860.5948875,0
env/success_once,123,0.0,1789747007.9464982,0
env/success_once,124,0.0,1789747151.578956,0
env/success_once,125,0.25,1789747935.868876,0
env/success_once,126,0.0,1789748074.4446225,0
env/success_once,127,0.25,1789748211.7036812,0
env/success_once,128,0.25,1789748342.7899973,0
env/success_once,129,0.5,1789748475.1086543,0
env/success_once,130,0.25,1789748614.9301178,0
env/success_once,131,0.25,1789748747.8831682,0
env/success_once,132,0.25,1789748881.2925847,0
env/success_once,133,0.0,1789749022.4001582,0
env/success_once,134,0.5,1789749160.3540246,0
env/success_once,135,0.0,1789749404.8936682,0
env/success_once,136,0.0,1789749643.4652734,0
env/success_once,137,0.0,1789749899.7713895,0
env/success_once,138,0.25,1789750146.0666459,0
env/success_once,139,0.25,1789750353.5098245,0
env/success_once,140,0.25,1789750605.0269947,0
env/success_once,141,0.0,1789750900.8932483,0
env/success_once,142,0.0,1789751171.5299728,0
env/success_once,143,0.25,1789751432.00762,0
env/success_once,144,0.25,1789751710.1863117,0
env/success_once,145,0.0,1789751979.7536604,0
env/success_once,146,0.5,1789752236.3437726,0
env/success_once,147,0.25,1789752503.5318062,0
env/success_once,148,0.25,1789752767.4759312,0
env/success_once,149,0.0,1789753020.35501,0
env/success_once,150,0.25,1789753992.897925,0
env/success_once,151,0.0,1789754271.69499,0
env/success_once,152,0.25,1789754537.4720864,0
env/success_once,153,0.0,1789754744.905459,0
env/success_once,154,0.0,1789755026.5525808,0
env/success_once,155,0.0,1789755280.284979,0
env/success_once,156,0.0,1789755545.8905933,0
env/success_once,157,0.0,1789755829.7805874,0
env/success_once,158,0.0,1789756098.5748935,0
env/success_once,159,0.0,1789756373.8222337,0
env/success_once,160,0.25,1789756673.8841817,0
env/success_once,161,0.0,1789756968.6339417,0
env/success_once,162,0.25,1789757250.402734,0
env/success_once,163,0.0,1789757488.6947217,0
env/success_once,164,0.0,1789757742.7821827,0
env/success_once,165,0.0,1789757989.5794597,0
env/success_once,166,0.0,1789758269.7016644,0
env/success_once,167,0.0,1789758544.990825,0
env/success_once,168,0.0,1789758819.6536114,0
env/success_once,169,0.0,1789759081.0617042,0
env/success_once,170,0.0,1789759294.9703972,0
env/success_once,171,0.0,1789759493.8288722,0
env/success_once,172,0.0,1789759705.4343793,0
env/success_once,173,0.0,1789759941.917296,0
env/success_once,174,0.0,1789760148.2810369,0
env/success_once,175,0.0,1789761109.5150142,0
env/success_once,176,0.0,1789761301.5030124,0
env/success_once,177,0.0,1789761491.4209375,0
env/success_once,178,0.0,1789761695.9452589,0
env/success_once,179,0.0,1789761909.876473,0
env/success_once,180,0.25,1789762096.6469288,0
env/success_once,181,0.0,1789762302.9174185,0
env/success_once,182,0.0,1789762510.1046648,0
env/success_once,183,0.0,1789762710.7529478,0
env/success_once,184,0.25,1789762901.216303,0
env/success_once,185,0.0,1789763110.5058465,0
env/success_once,186,0.0,1789763321.74804,0
env/success_once,187,0.0,1789763511.4201162,0
env/success_once,188,0.0,1789763703.5898342,0
env/success_once,189,0.25,1789763913.5795057,0
env/success_once,190,0.0,1789764146.9705384,0
env/success_once,191,0.0,1789764356.7420907,0
env/success_once,192,0.0,1789764556.689504,0
env/success_once,193,0.0,1789764772.1108954,0
env/success_once,194,0.0,1789764983.747885,0
env/success_once,195,0.25,1789765184.6771634,0
env/success_once,196,0.0,1789765390.0252013,0
env/success_once,197,0.25,1789765621.7558095,0
