tag,completed_round,raw_step,value,wall_time
env/episode_len,1,0,200.0,1788949943.4684765
env/episode_len,2,1,200.0,1788950231.5600312
env/episode_len,3,2,200.0,1788950520.0401433
env/episode_len,4,3,200.0,1788950795.3199863
env/episode_len,5,4,200.0,1788951369.1343017
env/episode_len,6,5,200.0,1788951630.980557
env/episode_len,7,6,200.0,1788951906.011842
env/episode_len,8,7,200.0,1788952196.5428288
env/episode_len,9,8,200.0,1788952497.6004367
env/episode_len,10,9,200.0,1788953087.710359
env/episode_len,11,10,200.0,1788953356.8979557
env/episode_len,12,11,200.0,1788953621.2887518
env/episode_len,13,12,200.0,1788953908.9156747
env/episode_len,14,13,200.0,1788954236.8754914
env/episode_len,15,14,200.0,1788954795.475758
env/episode_len,16,15,200.0,1788955067.4314356
env/episode_len,17,16,200.0,1788955359.1431637
env/episode_len,18,17,200.0,1788955634.57801
env/episode_len,19,18,200.0,1788955932.9774888
env/episode_len,20,19,200.0,1788956541.0964959
env/episode_len,21,20,200.0,1788956824.0084505
env/episode_len,22,21,200.0,1788957099.6844652
env/episode_len,23,22,200.0,1788957417.8345394
env/episode_len,24,23,200.0,1788957724.6745272
env/episode_len,25,24,200.0,1788958309.38509
env/episode_len,26,25,200.0,1788958602.5538995
env/episode_len,27,26,200.0,1788958904.5316534
env/episode_len,28,27,200.0,1788959189.3162594
env/episode_len,29,28,200.0,1788959468.1912878
env/episode_len,30,29,200.0,1788960067.9088793
env/episode_len,31,30,200.0,1788960361.1946552
env/episode_len,32,31,200.0,1788960633.8890808
env/episode_len,33,32,200.0,1788960897.0905678
env/episode_len,34,33,200.0,1788961168.9360452
env/episode_len,35,34,200.0,1788961728.5597897
env/episode_len,36,35,200.0,1788961999.6310434
env/episode_len,37,36,200.0,1788962262.7707415
env/episode_len,38,37,200.0,1788962539.1721966
env/episode_len,39,38,200.0,1788962823.0392416
env/episode_len,40,39,200.0,1788963401.6120067
env/episode_len,41,40,200.0,1788963680.3636875
env/episode_len,42,41,200.0,1788963959.6819289
env/episode_len,43,42,200.0,1788964229.5699692
env/episode_len,44,43,200.0,1788964520.9861715
env/episode_len,45,44,200.0,1788965082.5445218
env/episode_len,46,45,200.0,1788965361.1150026
env/episode_len,47,46,200.0,1788965640.9535534
env/episode_len,48,47,200.0,1788965921.1742513
env/episode_len,49,48,200.0,1788966192.3477395
env/episode_len,50,49,200.0,1788966750.0365655
env/episode_len,51,50,200.0,1788967010.6978726
env/episode_len,52,51,200.0,1788967290.217692
env/episode_len,53,52,200.0,1788967571.6555796
env/episode_len,54,53,200.0,1788967855.6962647
env/episode_len,55,54,200.0,1788968408.8707187
env/episode_len,56,55,200.0,1788968690.9495897
env/episode_len,57,56,200.0,1788968976.6806931
env/episode_len,58,57,200.0,1788969254.861862
env/episode_len,59,58,200.0,1788969527.6993897
env/episode_len,60,59,200.0,1788970102.2843614
env/episode_len,61,60,200.0,1788970402.778829
env/episode_len,62,61,200.0,1788970677.0822594
env/episode_len,63,62,200.0,1788970951.069582
env/episode_len,64,63,200.0,1788971224.9267557
env/episode_len,65,64,200.0,1788971785.18534
env/episode_len,66,65,200.0,1788972054.697131
env/episode_len,67,66,200.0,1788972337.3741596
env/episode_len,68,67,200.0,1788972619.384718
env/episode_len,69,68,200.0,1788972911.1935961
env/episode_len,70,69,200.0,1788973498.5007243
env/episode_len,71,70,200.0,1788973758.2883291
env/episode_len,72,71,200.0,1788974043.616154
env/episode_len,73,72,200.0,1788974325.411632
env/episode_len,74,73,200.0,1788974606.915106
env/episode_len,75,74,200.0,1788975177.89526
env/episode_len,76,75,200.0,1788975457.3924472
env/episode_len,77,76,200.0,1788975739.7535064
env/episode_len,78,77,200.0,1788976021.743737
env/episode_len,79,78,200.0,1788976313.6860437
env/episode_len,80,79,200.0,1788976889.91988
env/episode_len,81,80,200.0,1788977178.513491
env/episode_len,82,81,200.0,1788977452.1948388
env/episode_len,83,82,200.0,1788977723.143261
env/episode_len,84,83,200.0,1788978004.8241565
env/episode_len,85,84,200.0,1788978572.7043707
env/episode_len,86,85,200.0,1788978851.874796
env/episode_len,87,86,200.0,1788979142.569281
env/episode_len,88,87,200.0,1788979424.3687499
env/episode_len,89,88,200.0,1788979704.7908988
env/episode_len,90,89,200.0,1788980273.2123392
env/episode_len,91,90,200.0,1788980554.447121
env/episode_len,92,91,200.0,1788980834.931794
env/episode_len,93,92,200.0,1788981117.7406416
env/episode_len,94,93,200.0,1788981398.6893578
env/episode_len,95,94,200.0,1788981943.4497342
env/episode_len,96,95,200.0,1788982211.023845
env/episode_len,97,96,200.0,1788982504.0585225
env/episode_len,98,97,200.0,1788982785.530039
env/episode_len,99,98,200.0,1788983076.8557935
