tag,round,value,wall_time,segment
env/success_once,1,0.3203125,1789735537.6361609,0
env/success_once,2,0.3125,1789736479.888469,0
env/success_once,3,0.3515625,1789737423.690524,0
env/success_once,4,0.3671875,1789738342.3309736,0
env/success_once,5,0.4453125,1789739673.0497184,0
env/success_once,6,0.296875,1789740624.2193992,0
env/success_once,7,0.3515625,1789741572.538895,0
env/success_once,8,0.3984375,1789742538.4464962,0
env/success_once,9,0.4609375,1789743473.004655,0
env/success_once,10,0.46875,1789744919.0539262,0
env/success_once,11,0.3671875,1789745863.4861882,0
env/success_once,12,0.5234375,1789746809.157956,0
env/success_once,13,0.5078125,1789747723.726444,0
env/success_once,14,0.5234375,1789748644.104174,0
env/success_once,15,0.34375,1789749990.624462,0
env/success_once,16,0.4453125,1789750935.4725134,0
env/success_once,17,0.4453125,1789751862.3153083,0
env/success_once,18,0.4140625,1789752790.0009394,0
env/success_once,19,0.484375,1789753710.1316643,0
env/success_once,20,0.3515625,1789755131.7244263,0
env/success_once,21,0.4921875,1789756078.795668,0
env/success_once,22,0.5078125,1789757013.1583996,0
env/success_once,23,0.40625,1789757934.2975283,0
env/success_once,24,0.4453125,1789758860.8172176,0
env/success_once,25,0.4453125,1789760199.1596053,0
env/success_once,26,0.4765625,1789761133.067963,0
env/success_once,27,0.5546875,1789762065.655204,0
env/success_once,28,0.5390625,1789763008.7392926,0
env/success_once,29,0.53125,1789763936.3801336,0
env/success_once,30,0.4140625,1789765391.1555696,0
env/success_once,31,0.5078125,1789766345.6596856,0
env/success_once,32,0.5390625,1789767296.7072053,0
env/success_once,33,0.515625,1789768229.783712,0
env/success_once,34,0.5625,1789769146.9837544,0
env/success_once,35,0.6015625,1789770483.9753714,0
env/success_once,36,0.5234375,1789771425.491982,0
env/success_once,37,0.6640625,1789772372.6633244,0
env/success_once,38,0.6171875,1789773296.5302641,0
env/success_once,39,0.5703125,1789774253.3551345,0
env/success_once,40,0.5234375,1789775700.2491481,0
env/success_once,41,0.6328125,1789776666.9746277,0
env/success_once,42,0.484375,1789777650.0277894,0
env/success_once,43,0.421875,1789778634.2868257,0
env/success_once,44,0.5546875,1789779583.401272,0
env/success_once,45,0.5234375,1789780977.7529256,0
env/success_once,46,0.6875,1789781931.0286052,0
env/success_once,47,0.5625,1789782894.1699083,0
env/success_once,48,0.5390625,1789783849.3715372,0
env/success_once,49,0.546875,1789784843.3355227,0
env/success_once,50,0.46875,1789786338.2497244,0
env/success_once,51,0.5703125,1789787325.2859519,0
env/success_once,52,0.5703125,1789788321.2654197,0
env/success_once,53,0.6796875,1789789337.684817,0
env/success_once,54,0.5546875,1789790301.62634,0
env/success_once,55,0.53125,1789791691.0551796,0
env/success_once,56,0.4375,1789792661.86847,0
env/success_once,57,0.625,1789793627.2121005,0
env/success_once,58,0.5546875,1789794580.0127296,0
env/success_once,59,0.5703125,1789795535.3632536,0
env/success_once,60,0.515625,1789797011.8561478,0
env/success_once,61,0.546875,1789797985.6391072,0
env/success_once,62,0.59375,1789798961.747772,0
env/success_once,63,0.6484375,1789799936.8086038,0
env/success_once,64,0.6640625,1789800904.6935275,0
env/success_once,65,0.609375,1789802321.2046506,0
env/success_once,66,0.5390625,1789803316.8895125,0
env/success_once,67,0.46875,1789804309.485844,0
env/success_once,68,0.4921875,1789805290.5409286,0
env/success_once,69,0.4140625,1789806279.7527657,0
env/success_once,70,0.5625,1789807758.0874457,0
env/success_once,71,0.4921875,1789808737.3575208,0
env/success_once,72,0.5234375,1789809720.5499847,0
env/success_once,73,0.515625,1789810687.2935119,0
env/success_once,74,0.4375,1789811679.4814572,0
env/success_once,75,0.578125,1789813057.8456147,0
env/success_once,76,0.546875,1789814046.4719439,0
env/success_once,77,0.5546875,1789815036.438832,0
env/success_once,78,0.5,1789816041.8306074,0
env/success_once,79,0.546875,1789817057.6667554,0
env/success_once,80,0.46875,1789818600.6394944,0
env/success_once,81,0.453125,1789819598.4097347,0
env/success_once,82,0.5390625,1789820623.4613543,0
env/success_once,83,0.4453125,1789821625.3486779,0
env/success_once,84,0.6171875,1789822603.2295833,0
env/success_once,85,0.515625,1789824052.102528,0
env/success_once,86,0.4453125,1789825044.5926888,0
env/success_once,87,0.4765625,1789826052.860218,0
env/success_once,88,0.4140625,1789827048.6575873,0
env/success_once,89,0.421875,1789828073.7266781,0
env/success_once,90,0.578125,1789829598.4785206,0
env/success_once,91,0.59375,1789830617.306465,0
env/success_once,92,0.5,1789831614.524822,0
env/success_once,93,0.46875,1789832654.2379081,0
env/success_once,94,0.5625,1789833653.4482496,0
env/success_once,95,0.6171875,1789835086.902781,0
env/success_once,96,0.53125,1789836099.2663133,0
env/success_once,97,0.5,1789837129.8662262,0
env/success_once,98,0.453125,1789838141.0514803,0
env/success_once,99,0.4375,1789839154.141375,0
env/success_once,100,0.4765625,1789840713.8009422,0
env/success_once,101,0.5546875,1789841724.5276127,0
env/success_once,102,0.484375,1789842747.6139677,0
env/success_once,103,0.484375,1789843763.4025514,0
env/success_once,104,0.5703125,1789844790.71558,0
env/success_once,105,0.5234375,1789846299.1808414,0
env/success_once,106,0.4453125,1789847307.5841599,0
env/success_once,107,0.4765625,1789848332.7007866,0
env/success_once,108,0.5625,1789849369.786412,0
env/success_once,109,0.5625,1789850403.4562595,0
env/success_once,110,0.6015625,1789851959.2777953,0
env/success_once,111,0.6640625,1789852986.3245828,0
env/success_once,112,0.46875,1789854029.62417,0
env/success_once,113,0.484375,1789855050.0006661,0
env/success_once,114,0.6015625,1789856060.481818,0
env/success_once,115,0.5625,1789857528.1580112,0
env/success_once,116,0.59375,1789858565.1934361,0
env/success_once,117,0.4609375,1789859584.258804,0
env/success_once,118,0.609375,1789860584.3805735,0
env/success_once,119,0.484375,1789861593.6031175,0
env/success_once,120,0.609375,1789863166.4436054,0
env/success_once,121,0.578125,1789864180.0111914,0
env/success_once,122,0.5390625,1789865168.0682151,0
env/success_once,123,0.515625,1789866172.995254,0
env/success_once,124,0.5546875,1789867189.5881917,0
env/success_once,125,0.6015625,1789868674.2397072,0
env/success_once,126,0.5859375,1789869704.3842628,0
env/success_once,127,0.484375,1789870732.2971735,0
env/success_once,128,0.5546875,1789871743.5277305,0
env/success_once,129,0.625,1789872759.4603887,0
env/success_once,130,0.5234375,1789874335.3821597,0
env/success_once,131,0.546875,1789875372.142976,0
env/success_once,132,0.6875,1789876406.598041,0
env/episode_len,1,200.0,1789735537.6363385,0
env/episode_len,2,200.0,1789736479.888607,0
env/episode_len,3,200.0,1789737423.6905994,0
env/episode_len,4,200.0,1789738342.3310122,0
env/episode_len,5,200.0,1789739673.0497534,0
env/episode_len,6,200.0,1789740624.2194667,0
env/episode_len,7,200.0,1789741572.5390577,0
env/episode_len,8,200.0,1789742538.4465504,0
env/episode_len,9,200.0,1789743473.004792,0
env/episode_len,10,200.0,1789744919.0539644,0
env/episode_len,11,200.0,1789745863.4863381,0
env/episode_len,12,200.0,1789746809.1580923,0
env/episode_len,13,200.0,1789747723.7265117,0
env/episode_len,14,200.0,1789748644.1042304,0
env/episode_len,15,200.0,1789749990.6244895,0
env/episode_len,16,200.0,1789750935.4725773,0
env/episode_len,17,200.0,1789751862.3154576,0
env/episode_len,18,200.0,1789752790.000997,0
env/episode_len,19,200.0,1789753710.1318107,0
env/episode_len,20,200.0,1789755131.7245324,0
env/episode_len,21,200.0,1789756078.7957325,0
env/episode_len,22,200.0,1789757013.158685,0
env/episode_len,23,200.0,1789757934.2976727,0
env/episode_len,24,200.0,1789758860.8175087,0
env/episode_len,25,200.0,1789760199.1596723,0
env/episode_len,26,200.0,1789761133.068039,0
env/episode_len,27,200.0,1789762065.655339,0
env/episode_len,28,200.0,1789763008.7394135,0
env/episode_len,29,200.0,1789763936.3802023,0
env/episode_len,30,200.0,1789765391.1556165,0
env/episode_len,31,200.0,1789766345.6597428,0
env/episode_len,32,200.0,1789767296.7073426,0
env/episode_len,33,200.0,1789768229.7838411,0
env/episode_len,34,200.0,1789769146.983899,0
env/episode_len,35,200.0,1789770483.9754026,0
env/episode_len,36,200.0,1789771425.492139,0
env/episode_len,37,200.0,1789772372.6633995,0
env/episode_len,38,200.0,1789773296.5303583,0
env/episode_len,39,200.0,1789774253.3552034,0
env/episode_len,40,200.0,1789775700.249208,0
env/episode_len,41,200.0,1789776666.9746845,0
env/episode_len,42,200.0,1789777650.0278628,0
env/episode_len,43,200.0,1789778634.2869632,0
env/episode_len,44,200.0,1789779583.401335,0
env/episode_len,45,200.0,1789780977.7529697,0
env/episode_len,46,200.0,1789781931.0287192,0
env/episode_len,47,200.0,1789782894.1699705,0
env/episode_len,48,200.0,1789783849.3716867,0
env/episode_len,49,200.0,1789784843.3356588,0
env/episode_len,50,200.0,1789786338.2497609,0
env/episode_len,51,200.0,1789787325.2860146,0
env/episode_len,52,200.0,1789788321.2654834,0
env/episode_len,53,200.0,1789789337.6848826,0
env/episode_len,54,200.0,1789790301.626486,0
env/episode_len,55,200.0,1789791691.0552232,0
env/episode_len,56,200.0,1789792661.8685808,0
env/episode_len,57,200.0,1789793627.2122374,0
env/episode_len,58,200.0,1789794580.0127919,0
env/episode_len,59,200.0,1789795535.363391,0
env/episode_len,60,200.0,1789797011.8562348,0
env/episode_len,61,200.0,1789797985.6392114,0
env/episode_len,62,200.0,1789798961.7478697,0
env/episode_len,63,200.0,1789799936.8087382,0
env/episode_len,64,200.0,1789800904.6935966,0
env/episode_len,65,200.0,1789802321.2046936,0
env/episode_len,66,200.0,1789803316.889579,0
env/episode_len,67,200.0,1789804309.4859118,0
env/episode_len,68,200.0,1789805290.5409806,0
env/episode_len,69,200.0,1789806279.7528315,0
env/episode_len,70,200.0,1789807758.0875099,0
env/episode_len,71,200.0,1789808737.357588,0
env/episode_len,72,200.0,1789809720.5500476,0
