6817c73b298ff9df78d371d4b139e4e0fa8ea529	2026-07-28T15:48:50+08:00	Yutenji-Nyamu	feat(embodiment): add pi0 RoboTwin DSRL port
c9cf4316238ac74c904132debaf27a9f49abb966	2026-07-28T15:50:39+08:00	Yutenji-Nyamu	docs: record DSRL implementation handoff
15892e454b8a036c4a592b86617d743db399236d	2026-07-28T16:03:55+08:00	Yutenji-Nyamu	chore(embodiment): monitor DSRL actor resources
4021245e68372c497286ffaf5258f42cf2f98303	2026-07-28T16:23:35+08:00	Yutenji-Nyamu	docs: add DSRL smoke approval package
2d942b714b004de9a7efdbd4a7e2efaac3ef6d01	2026-07-28T16:28:46+08:00	Yutenji-Nyamu	docs: close DSRL pre-smoke handoff
0346966d0b11225e3fb3c49d7a990bc5479dec9c	2026-07-28T17:56:17+08:00	Yutenji-Nyamu	docs(embodiment): record DSRL smoke results
ff0d8d2270aa5ec4f0934c997f53118460bf8152	2026-07-28T17:57:35+08:00	Yutenji-Nyamu	docs(embodiment): clarify DSRL smoke provenance
3c7d35d716cfd6964b15249e548a0aab99d4cb27	2026-07-28T18:06:21+08:00	Yutenji-Nyamu	docs(embodiment): close DSRL smoke ledger
d664bf349b63b75f41d51c8295cb0a330780d783	2026-07-28T18:20:59+08:00	Yutenji-Nyamu	docs(embodiment): record fixed-latent parity
1def9a24e46491f7801ad20badce6afd2fe81467	2026-07-28T19:43:17+08:00	Yutenji-Nyamu	docs(dsrl): record formal step 15 status
95e6251841f6d7256ee2c13de053d4618e02e00e	2026-07-28T19:45:30+08:00	Yutenji-Nyamu	docs(dsrl): finalize formal status ledger
723eb475fd6524851df8471b1f05f6f92aeea508	2026-07-28T20:32:59+08:00	Yutenji-Nyamu	docs(dsrl): report formal step 20 metrics
b01661e8a6b3ca1b883fb61d4ade9a467ffd84b5	2026-07-28T21:22:20+08:00	Yutenji-Nyamu	docs(dsrl): refresh formal step 30 report
4447d40211be8c78874bf4b000c871e7fbd93561	2026-07-28T23:19:08+08:00	Yutenji-Nyamu	docs(dsrl): refresh formal step 53 report
50ebc6780435b677fa507286e6252559fd6b9c79	2026-07-28T23:28:26+08:00	Yutenji-Nyamu	docs(dsrl): record step 53 push blocker
dc6a3a430be9c3a5002b436c4aeeaa399509f334	2026-07-29T10:20:50+08:00	Yutenji-Nyamu	docs(dsrl): refresh formal step 188 report
acc7c14b93aec8eb2f2e8f32e4072be3957b761b	2026-07-29T10:23:06+08:00	Yutenji-Nyamu	docs(dsrl): record step 188 publication
