tag,round,value,wall_time
env/return,1,0.0,1789916793.1197703
env/return,2,0.0,1789916879.2686
env/return,3,0.25,1789916964.3569446
env/return,4,0.0,1789917047.407574
env/return,5,0.5,1789917132.7272658
env/return,6,0.0,1789917218.1064546
env/return,7,0.0,1789917304.2209675
env/return,8,0.0,1789917391.129659
env/return,9,0.0,1789917479.1264646
env/return,10,0.0,1789917565.9051905
env/return,11,0.0,1789917652.9080887
env/return,12,0.0,1789917739.5444195
env/return,13,1.25,1789917824.0539408
env/return,14,0.0,1789917913.0151756
env/return,15,0.0,1789918000.4584322
env/return,16,2.0,1789918085.057743
env/return,17,2.0,1789918168.4416232
env/return,18,0.25,1789918254.7276711
env/return,19,0.25,1789918339.032594
env/return,20,0.0,1789918426.7123792
env/return,21,0.0,1789918514.9067266
env/return,22,0.0,1789918601.0092034
env/return,23,0.75,1789918686.0671134
env/return,24,0.0,1789918772.7225456
env/return,25,0.0,1789919238.4312453
env/return,26,0.0,1789919321.8712149
env/return,27,0.0,1789919404.4890165
env/return,28,0.0,1789919486.520539
env/return,29,0.0,1789919569.8778543
env/return,30,0.0,1789919652.4628713
env/return,31,0.0,1789919735.42055
env/return,32,0.25,1789919818.6909816
env/return,33,0.0,1789919901.117028
env/return,34,0.0,1789919982.9906416
env/return,35,2.25,1789920062.926208
env/return,36,0.0,1789920145.0388608
env/return,37,0.0,1789920225.584473
env/return,38,0.0,1789920310.3600721
env/return,39,0.0,1789920393.615318
env/return,40,0.0,1789920474.81759
env/return,41,0.0,1789920559.0991623
env/return,42,0.0,1789920638.7905164
env/return,43,0.0,1789920720.0588078
env/return,44,0.0,1789920803.4864354
env/return,45,0.75,1789920884.6846488
env/return,46,0.0,1789920966.635852
env/return,47,0.75,1789921046.849663
env/return,48,0.0,1789921129.076913
env/return,49,0.0,1789921211.264255
env/return,50,0.5,1789921667.8363752
env/return,51,1.0,1789921749.503301
env/return,52,0.0,1789921830.9952383
env/return,53,0.75,1789921913.4310322
env/return,54,0.25,1789921997.701244
env/return,55,0.0,1789922078.905498
env/return,56,0.5,1789922162.2352946
env/return,57,0.25,1789922243.4364922
env/return,58,0.0,1789922326.746562
env/return,59,0.0,1789922408.574564
env/return,60,0.0,1789922490.6977339
env/return,61,0.0,1789922573.1309814
env/return,62,0.0,1789922655.7057502
env/return,63,0.0,1789922736.9296727
env/return,64,0.0,1789922817.4960258
env/return,65,0.0,1789922900.596326
env/return,66,0.0,1789922982.609962
env/return,67,0.0,1789923064.729138
env/return,68,0.25,1789923145.9405346
env/return,69,0.0,1789923227.4742134
env/return,70,0.0,1789923308.7829864
env/return,71,0.0,1789923390.4595888
env/return,72,0.0,1789923472.443382
env/return,73,0.25,1789923555.1818824
env/return,74,0.5,1789923637.766955
env/return,75,0.0,1789924103.9577281
env/return,76,0.0,1789924187.625339
env/return,77,0.0,1789924272.123815
env/return,78,0.0,1789924355.2644725
env/return,79,1.75,1789924434.6340666
env/return,80,0.0,1789924519.2987633
env/return,81,0.0,1789924602.9855165
env/return,82,0.25,1789924682.5460134
env/return,83,0.0,1789924764.840068
env/return,84,0.0,1789924847.6434188
env/return,85,0.0,1789924929.7832773
env/return,86,0.0,1789925011.8560724
env/return,87,0.0,1789925093.5220916
env/return,88,1.5,1789925171.3165421
env/return,89,0.5,1789925250.5499232
env/return,90,0.0,1789925332.1145172
env/return,91,0.0,1789925414.2195654
env/return,92,0.0,1789925496.139581
env/return,93,0.75,1789925576.2708297
env/return,94,0.0,1789925658.8571367
env/return,95,0.0,1789925741.1629605
env/return,96,0.0,1789925823.8210704
env/return,97,0.0,1789925906.0361595
env/return,98,0.0,1789925990.063191
env/return,99,0.0,1789926072.9455018
env/return,100,0.0,1789926541.7722483
env/return,101,0.0,1789926624.0584052
env/return,102,0.0,1789926704.9870894
env/return,103,0.0,1789926787.3675969
env/return,104,0.0,1789926868.843864
env/return,105,0.0,1789926948.9606352
env/return,106,0.0,1789927029.8409936
env/return,107,0.0,1789927111.8288443
env/return,108,0.0,1789927193.6203907
env/return,109,0.0,1789927274.6447082
env/return,110,0.25,1789927357.1830277
env/return,111,0.0,1789927437.9744644
env/return,112,0.75,1789927520.7704148
env/return,113,0.0,1789927603.8309002
env/return,114,0.0,1789927686.9388628
env/return,115,0.0,1789927767.254177
env/return,116,0.0,1789927849.1986442
env/return,117,0.0,1789927932.6129096
env/return,118,0.0,1789928016.6970222
env/return,119,0.0,1789928099.1923416
env/return,120,0.5,1789928178.9570322
env/return,121,0.0,1789928259.7366803
env/return,122,0.0,1789928342.4840019
env/return,123,0.0,1789928425.1410038
env/return,124,0.0,1789928507.6676736
env/return,125,0.75,1789928974.5419054
