timestamp,memory_used_mib,utilization_gpu_pct
2026-09-02T15:43:11+00:00,0, 0
2026-09-02T15:43:16+00:00,0, 0
2026-09-02T15:43:21+00:00,1, 0
2026-09-02T15:43:26+00:00,4, 0
2026-09-02T15:43:31+00:00,4, 0
2026-09-02T15:43:36+00:00,4, 0
2026-09-02T15:43:42+00:00,4, 0
2026-09-02T15:43:47+00:00,4, 0
2026-09-02T15:43:52+00:00,4, 0
2026-09-02T15:43:57+00:00,4, 0
2026-09-02T15:44:02+00:00,4, 0
2026-09-02T15:44:07+00:00,4, 0
2026-09-02T15:44:12+00:00,4, 0
2026-09-02T15:44:17+00:00,4, 0
2026-09-02T15:44:23+00:00,4, 0
2026-09-02T15:44:28+00:00,4, 0
2026-09-02T15:44:33+00:00,4, 0
2026-09-02T15:44:38+00:00,4, 0
2026-09-02T15:44:43+00:00,4, 0
2026-09-02T15:44:48+00:00,4, 0
2026-09-02T15:44:53+00:00,4, 0
2026-09-02T15:44:58+00:00,9675, 0
2026-09-02T15:45:04+00:00,9767, 0
2026-09-02T15:45:09+00:00,10341, 0
2026-09-02T15:45:14+00:00,10563, 0
2026-09-02T15:45:19+00:00,11157, 51
2026-09-02T15:45:24+00:00,12035, 0
2026-09-02T15:45:30+00:00,13126, 0
2026-09-02T15:45:35+00:00,15340, 10
2026-09-02T15:45:40+00:00,15340, 0
2026-09-02T15:45:45+00:00,15340, 0
2026-09-02T15:45:50+00:00,15416, 0
2026-09-02T15:45:55+00:00,15416, 0
2026-09-02T15:46:00+00:00,15416, 0
2026-09-02T15:46:05+00:00,15416, 0
2026-09-02T15:46:11+00:00,15416, 0
2026-09-02T15:46:16+00:00,15416, 0
2026-09-02T15:46:21+00:00,15416, 0
2026-09-02T15:46:26+00:00,15416, 0
2026-09-02T15:46:31+00:00,15416, 0
2026-09-02T15:46:36+00:00,15416, 0
2026-09-02T15:46:41+00:00,15416, 0
2026-09-02T15:46:46+00:00,15416, 0
2026-09-02T15:46:51+00:00,15416, 0
2026-09-02T15:46:56+00:00,15416, 0
2026-09-02T15:47:02+00:00,15416, 0
2026-09-02T15:47:07+00:00,15416, 0
2026-09-02T15:47:12+00:00,15416, 0
2026-09-02T15:47:17+00:00,15416, 0
2026-09-02T15:47:22+00:00,15416, 0
2026-09-02T15:47:27+00:00,15416, 0
2026-09-02T15:47:32+00:00,15416, 0
2026-09-02T15:47:37+00:00,15416, 0
2026-09-02T15:47:42+00:00,15416, 0
2026-09-02T15:47:47+00:00,15416, 0
2026-09-02T15:47:53+00:00,15416, 0
2026-09-02T15:47:58+00:00,15416, 0
2026-09-02T15:48:03+00:00,15416, 0
2026-09-02T15:48:08+00:00,15416, 0
2026-09-02T15:48:13+00:00,15416, 0
2026-09-02T15:48:18+00:00,15416, 0
2026-09-02T15:48:23+00:00,15500, 52
2026-09-02T15:48:28+00:00,15500, 0
2026-09-02T15:48:33+00:00,15500, 0
2026-09-02T15:48:38+00:00,15500, 0
2026-09-02T15:48:44+00:00,15500, 0
2026-09-02T15:48:49+00:00,15500, 0
2026-09-02T15:48:54+00:00,15502, 0
2026-09-02T15:48:59+00:00,15502, 0
2026-09-02T15:49:04+00:00,15502, 0
2026-09-02T15:49:09+00:00,15502, 0
2026-09-02T15:49:14+00:00,15502, 0
2026-09-02T15:49:19+00:00,15502, 0
2026-09-02T15:49:25+00:00,15502, 33
2026-09-02T15:49:30+00:00,15502, 5
2026-09-02T15:49:35+00:00,15504, 0
2026-09-02T15:49:40+00:00,15504, 0
2026-09-02T15:49:45+00:00,15504, 0
2026-09-02T15:49:50+00:00,15504, 0
2026-09-02T15:49:55+00:00,15504, 0
2026-09-02T15:50:00+00:00,15504, 0
2026-09-02T15:50:05+00:00,15504, 0
2026-09-02T15:50:11+00:00,15504, 0
2026-09-02T15:50:16+00:00,15504, 0
2026-09-02T15:50:21+00:00,15504, 0
2026-09-02T15:50:26+00:00,15504, 0
2026-09-02T15:50:31+00:00,15504, 0
2026-09-02T15:50:36+00:00,15504, 0
2026-09-02T15:50:41+00:00,15504, 0
2026-09-02T15:50:46+00:00,15504, 0
2026-09-02T15:50:51+00:00,15504, 0
2026-09-02T15:50:56+00:00,15504, 0
2026-09-02T15:51:02+00:00,15504, 0
2026-09-02T15:51:07+00:00,15504, 0
2026-09-02T15:51:12+00:00,15504, 0
2026-09-02T15:51:17+00:00,15504, 0
2026-09-02T15:51:22+00:00,15504, 0
2026-09-02T15:51:27+00:00,15504, 0
2026-09-02T15:51:32+00:00,15504, 0
2026-09-02T15:51:37+00:00,15504, 0
2026-09-02T15:51:42+00:00,15504, 0
2026-09-02T15:51:48+00:00,15504, 0
2026-09-02T15:51:53+00:00,15504, 13
2026-09-02T15:51:58+00:00,15504, 0
2026-09-02T15:52:03+00:00,15504, 0
2026-09-02T15:52:08+00:00,15504, 0
2026-09-02T15:52:13+00:00,15504, 0
2026-09-02T15:52:18+00:00,15504, 0
2026-09-02T15:52:23+00:00,15504, 0
2026-09-02T15:52:29+00:00,15504, 0
2026-09-02T15:52:34+00:00,15504, 0
2026-09-02T15:52:39+00:00,15504, 0
2026-09-02T15:52:44+00:00,15504, 0
2026-09-02T15:52:49+00:00,15504, 0
2026-09-02T15:52:54+00:00,15504, 0
2026-09-02T15:52:59+00:00,15504, 0
2026-09-02T15:53:04+00:00,15504, 0
2026-09-02T15:53:09+00:00,15504, 0
2026-09-02T15:53:15+00:00,15504, 0
2026-09-02T15:53:20+00:00,15504, 0
2026-09-02T15:53:25+00:00,15504, 0
2026-09-02T15:53:30+00:00,15504, 0
2026-09-02T15:53:35+00:00,15504, 0
2026-09-02T15:53:40+00:00,15618, 71
2026-09-02T15:53:45+00:00,15652, 0
2026-09-02T15:53:50+00:00,15652, 0
2026-09-02T15:53:55+00:00,15654, 0
2026-09-02T15:54:01+00:00,15786, 7
2026-09-02T15:54:06+00:00,15788, 0
2026-09-02T15:54:11+00:00,15804, 0
2026-09-02T15:54:16+00:00,15804, 0
2026-09-02T15:54:21+00:00,15804, 5
2026-09-02T15:54:26+00:00,15840, 0
2026-09-02T15:54:31+00:00,15840, 0
2026-09-02T15:54:36+00:00,15840, 0
2026-09-02T15:54:42+00:00,15840, 0
2026-09-02T15:54:47+00:00,15840, 0
2026-09-02T15:54:52+00:00,15840, 0
2026-09-02T15:54:57+00:00,15840, 0
2026-09-02T15:55:02+00:00,15840, 0
2026-09-02T15:55:07+00:00,15840, 0
2026-09-02T15:55:12+00:00,15842, 0
2026-09-02T15:55:17+00:00,15844, 0
2026-09-02T15:55:23+00:00,15844, 5
2026-09-02T15:55:28+00:00,15854, 0
2026-09-02T15:55:33+00:00,15854, 0
2026-09-02T15:55:38+00:00,15854, 0
2026-09-02T15:55:43+00:00,15854, 99
2026-09-02T15:55:48+00:00,15854, 77
2026-09-02T15:55:53+00:00,15854, 100
2026-09-02T15:55:58+00:00,15854, 100
2026-09-02T15:56:03+00:00,15854, 93
2026-09-02T15:56:09+00:00,15854, 100
2026-09-02T15:56:14+00:00,15574, 0
2026-09-02T15:56:19+00:00,15578, 0
2026-09-02T15:56:24+00:00,15582, 0
2026-09-02T15:56:29+00:00,15584, 0
2026-09-02T15:56:34+00:00,15594, 0
2026-09-02T15:56:39+00:00,15598, 0
2026-09-02T15:56:44+00:00,15608, 0
2026-09-02T15:56:50+00:00,15614, 0
2026-09-02T15:56:55+00:00,15624, 0
2026-09-02T15:57:00+00:00,15630, 0
2026-09-02T15:57:05+00:00,15636, 0
2026-09-02T15:57:10+00:00,15642, 100
2026-09-02T15:57:15+00:00,15642, 100
2026-09-02T15:57:20+00:00,15642, 100
2026-09-02T15:57:25+00:00,15642, 100
2026-09-02T15:57:30+00:00,15642, 100
2026-09-02T15:57:36+00:00,15642, 87
2026-09-02T15:57:41+00:00,15642, 100
2026-09-02T15:57:46+00:00,15642, 93
2026-09-02T15:57:51+00:00,15900, 0
2026-09-02T15:57:56+00:00,12082, 0
