timestamp,memory_used_mib,utilization_gpu_pct
2026-09-02T15:40:21+00:00,0, 0
2026-09-02T15:40:26+00:00,0, 0
2026-09-02T15:40:32+00:00,4, 0
2026-09-02T15:40:37+00:00,4, 0
2026-09-02T15:40:42+00:00,4, 0
2026-09-02T15:40:47+00:00,4, 0
2026-09-02T15:40:52+00:00,4, 0
2026-09-02T15:40:57+00:00,4, 0
2026-09-02T15:41:02+00:00,4, 0
2026-09-02T15:41:07+00:00,4, 0
2026-09-02T15:41:12+00:00,4, 0
2026-09-02T15:41:18+00:00,4, 0
2026-09-02T15:41:23+00:00,4, 0
2026-09-02T15:41:28+00:00,4, 0
2026-09-02T15:41:33+00:00,4, 0
2026-09-02T15:41:38+00:00,4, 0
2026-09-02T15:41:43+00:00,4, 0
2026-09-02T15:41:48+00:00,4, 0
2026-09-02T15:41:53+00:00,4, 0
2026-09-02T15:41:59+00:00,4, 0
2026-09-02T15:42:04+00:00,2253, 16
2026-09-02T15:42:09+00:00,9675, 0
