global_step,phase,train_success_rate,new_transitions,resident_transitions,requested_primitive_interactions,planned_optimizer_updates,rollout_seconds,sac_training_seconds,eval_seconds,sync_seconds,whole_step_seconds
35,learned,0.75,27.0,1198.0,23960.0,540.0,33.64894104003906,279.45574951171875,0.0,1.254063606262207,314.36505126953125
36,learned,0.75,27.0,1225.0,24500.0,540.0,33.96517562866211,277.5408020019531,0.0,0.8719820976257324,312.38665771484375
37,learned,0.5,31.0,1256.0,25120.0,620.0,36.031219482421875,314.6336669921875,0.0,0.8303732872009277,351.5018615722656
38,learned,0.25,35.0,1291.0,25820.0,700.0,36.211944580078125,360.78814697265625,0.0,0.8324325084686279,397.8404846191406
39,learned,0.5,31.0,1322.0,26440.0,620.0,34.312950134277344,317.64117431640625,106.96894836425781,0.810208797454834,459.7401123046875
40,learned,0.5,31.0,1353.0,27060.0,620.0,34.000186920166016,318.46099853515625,0.0,0.6069040298461914,353.07293701171875
41,learned,0.5,30.0,1383.0,27660.0,600.0,36.98676681518555,307.8711242675781,0.0,0.8646669387817383,345.7284240722656
42,learned,1.0,22.0,1405.0,28100.0,440.0,32.205482482910156,225.81747436523438,0.0,0.8541553020477295,258.882568359375
43,learned,0.75,27.0,1432.0,28640.0,540.0,34.54574203491211,277.8243408203125,0.0,0.7808427810668945,313.1725769042969
44,learned,1.0,21.0,1453.0,29060.0,420.0,32.165809631347656,215.08743286132812,0.0,0.7860631942749023,248.04714965820312
45,learned,1.0,22.0,1475.0,29500.0,440.0,31.545490264892578,225.437255859375,0.0,0.7788033485412598,257.767578125
46,learned,1.0,21.0,1496.0,29920.0,420.0,31.41065216064453,214.12252807617188,0.0,0.7772057056427002,246.3157501220703
47,learned,1.0,24.0,1520.0,30400.0,480.0,34.538116455078125,246.01283264160156,0.0,0.8887729644775391,281.44732666015625
48,learned,0.75,27.0,1547.0,30940.0,540.0,35.785335540771484,275.96661376953125,0.0,0.8127729892730713,312.57098388671875
49,learned,0.75,27.0,1574.0,31480.0,540.0,34.3785400390625,276.1005554199219,0.0,0.7704157829284668,311.25537109375
50,learned,0.75,26.0,1600.0,32000.0,520.0,35.951988220214844,267.1702575683594,0.0,0.7969110012054443,303.9270935058594
51,learned,0.5,30.0,1630.0,32600.0,600.0,37.502052307128906,307.6553955078125,0.0,0.8439810276031494,346.0075378417969
52,learned,0.75,28.0,1658.0,33160.0,560.0,34.61497116088867,287.5069580078125,105.1291732788086,0.8497960567474365,428.10638427734375
53,learned,1.0,23.0,1681.0,33620.0,460.0,32.504390716552734,236.38648986816406,0.0,0.959805965423584,269.8575439453125
