step,elapsed,step_time_s,train_success,train_reward,eval_success,global_min_replay,actor_updates,critic_updates,update_step,ready_for_online,actor_grad_norm,critic_grad_norm,actor_loss,critic_loss,q_pi,bc_loss,baseline_count,baseline_frozen,mode_apply,log_v_mean,log_v_std,weight_mean,weight_median,weight_p05,weight_p95,weight_ess,top20_weight_mass,weight_h00,weight_h01,weight_h02,weight_h03,weight_h04,weight_h05,weight_h06,weight_h07,weight_h08,weight_h09,success_roll5,success_roll10
173,07:16:33,151.41,0.375,0.0131250005,,12700.0,355.0,710.0,56800.0,1.0,2.636,0.247,0.011,0.000789,0.069,0.0094,204000.0,1.0,1.0,-4.864,0.56,0.992,0.947,0.302,1.905,0.891,0.292,0.856,0.864,0.876,0.916,0.959,1.01,1.053,1.095,1.128,1.166,0.3,0.2625
174,07:19:02,151.395,0.75,0.030000001,,12700.0,295.0,590.0,57500.0,1.0,2.667,0.22,0.0082,0.000842,0.072,0.0093,204000.0,1.0,1.0,-4.865,0.559,0.991,0.946,0.301,1.901,0.891,0.292,0.855,0.861,0.874,0.913,0.958,1.008,1.052,1.094,1.128,1.166,0.4,0.3125
175,07:26:51,153.209,0.375,0.014375,0.4,12800.0,350.0,700.0,58100.0,1.0,2.708,0.23,0.007,0.0009,0.073,0.0093,204000.0,1.0,1.0,-4.866,0.558,0.99,0.945,0.3,1.898,0.89,0.292,0.858,0.863,0.875,0.913,0.957,1.007,1.051,1.092,1.125,1.161,0.425,0.3
176,07:29:39,153.293,0.125,0.005,,12900.0,383.0,765.0,58800.0,1.0,2.741,0.219,0.0055,0.000827,0.075,0.0095,204000.0,1.0,1.0,-4.864,0.559,0.992,0.948,0.303,1.902,0.891,0.292,0.856,0.864,0.875,0.916,0.961,1.01,1.053,1.095,1.128,1.166,0.4,0.3
177,07:32:16,153.315,0.375,0.015000001,,13000.0,347.0,695.0,59500.0,1.0,2.781,0.221,0.0035,0.000814,0.078,0.0094,204000.0,1.0,1.0,-4.864,0.559,0.992,0.947,0.302,1.905,0.891,0.292,0.856,0.863,0.874,0.915,0.961,1.009,1.054,1.094,1.129,1.165,0.4,0.325
178,07:35:08,153.416,0.25,0.009375,,13000.0,368.0,735.0,60200.0,1.0,2.814,0.215,0.0024,0.000852,0.079,0.0095,204000.0,1.0,1.0,-4.865,0.559,0.991,0.946,0.3,1.902,0.891,0.292,0.856,0.864,0.874,0.916,0.959,1.008,1.053,1.093,1.126,1.164,0.375,0.3375
179,07:37:42,153.422,0.5,0.018749999,,13100.0,335.0,670.0,61000.0,1.0,2.842,0.207,0.00032,0.000891,0.081,0.0095,204000.0,1.0,1.0,-4.864,0.559,0.992,0.948,0.304,1.902,0.891,0.292,0.857,0.864,0.875,0.916,0.96,1.008,1.054,1.095,1.129,1.166,0.325,0.3625
180,07:40:20,153.449,0.375,0.014375,,13200.0,350.0,700.0,61600.0,1.0,2.875,0.235,-0.001,0.000916,0.084,0.0097,204000.0,1.0,1.0,-4.864,0.558,0.993,0.947,0.303,1.901,0.891,0.291,0.858,0.866,0.875,0.915,0.96,1.009,1.055,1.094,1.129,1.165,0.325,0.375
181,07:43:02,153.492,0.25,0.01,,13200.0,365.0,730.0,62300.0,1.0,2.914,0.211,-0.003,0.000825,0.086,0.0097,204000.0,1.0,1.0,-4.862,0.558,0.994,0.949,0.305,1.905,0.892,0.291,0.86,0.867,0.876,0.918,0.962,1.011,1.054,1.096,1.131,1.168,0.35,0.375
182,07:45:35,153.492,0.5,0.020624999,,13300.0,327.0,655.0,63100.0,1.0,2.955,0.192,-0.005,0.000889,0.087,0.0096,204000.0,1.0,1.0,-4.864,0.559,0.992,0.947,0.303,1.902,0.891,0.292,0.858,0.865,0.875,0.915,0.96,1.009,1.052,1.093,1.127,1.163,0.375,0.3875
183,07:48:05,153.472,0.75,0.02625,,13400.0,310.0,620.0,63700.0,1.0,2.985,0.203,-0.0066,0.000876,0.09,0.0097,204000.0,1.0,1.0,-4.863,0.557,0.993,0.949,0.305,1.901,0.892,0.291,0.861,0.867,0.877,0.916,0.96,1.01,1.054,1.094,1.128,1.165,0.475,0.425
184,07:50:52,153.546,0.25,0.00875,,13400.0,370.0,740.0,64400.0,1.0,3.035,0.186,-0.0075,0.00088,0.089,0.0097,204000.0,1.0,1.0,-4.864,0.558,0.992,0.947,0.303,1.9,0.891,0.292,0.859,0.866,0.874,0.915,0.96,1.009,1.053,1.094,1.128,1.164,0.425,0.375
185,07:53:31,153.574,0.5,0.01625,,13500.0,345.0,690.0,65100.0,1.0,3.066,0.211,-0.009,0.000857,0.092,0.01,204000.0,1.0,1.0,-4.862,0.558,0.994,0.95,0.305,1.902,0.892,0.291,0.86,0.869,0.877,0.916,0.961,1.011,1.056,1.096,1.13,1.166,0.45,0.3875
186,07:56:01,153.557,0.75,0.024375,,13600.0,318.0,635.0,65800.0,1.0,3.107,0.186,-0.011,0.000828,0.093,0.0098,204000.0,1.0,1.0,-4.865,0.557,0.992,0.947,0.303,1.898,0.891,0.292,0.859,0.865,0.874,0.916,0.96,1.006,1.052,1.093,1.128,1.164,0.55,0.45
187,07:58:41,153.592,0.375,0.01375,,13600.0,352.0,705.0,66400.0,1.0,3.142,0.19,-0.012,0.000794,0.093,0.0099,204000.0,1.0,1.0,-4.863,0.558,0.993,0.948,0.304,1.902,0.891,0.292,0.86,0.866,0.875,0.916,0.96,1.009,1.054,1.094,1.129,1.165,0.525,0.45
188,08:01:29,153.669,0.125,0.005625,,13700.0,380.0,760.0,67100.0,1.0,3.202,0.184,-0.013,0.00083,0.093,0.0099,204000.0,1.0,1.0,-4.86,0.559,0.995,0.95,0.305,1.902,0.892,0.291,0.86,0.869,0.877,0.918,0.962,1.011,1.056,1.097,1.131,1.167,0.4,0.4375
189,08:04:09,153.701,0.375,0.01375,,13800.0,353.0,705.0,67900.0,1.0,3.23,0.175,-0.015,0.000815,0.094,0.0099,204000.0,1.0,1.0,-4.863,0.557,0.994,0.949,0.305,1.899,0.892,0.291,0.862,0.868,0.877,0.917,0.96,1.009,1.053,1.094,1.129,1.166,0.425,0.425
190,08:06:49,153.735,0.375,0.014375,,13800.0,350.0,700.0,68600.0,1.0,3.264,0.17,-0.016,0.000784,0.095,0.01,204000.0,1.0,1.0,-4.861,0.557,0.995,0.95,0.306,1.902,0.892,0.291,0.862,0.869,0.878,0.917,0.962,1.01,1.056,1.098,1.132,1.167,0.4,0.425
191,08:09:20,153.717,0.625,0.024999999,,13900.0,312.0,625.0,69300.0,1.0,3.29,0.175,-0.018,0.000833,0.097,0.01,204000.0,1.0,1.0,-4.862,0.557,0.994,0.95,0.306,1.9,0.892,0.291,0.862,0.869,0.877,0.917,0.961,1.01,1.054,1.095,1.128,1.165,0.375,0.4625
192,08:11:48,153.689,0.75,0.029374998,,14000.0,298.0,595.0,69900.0,1.0,3.309,0.192,-0.019,0.000806,0.099,0.01,204000.0,1.0,1.0,-4.861,0.558,0.995,0.95,0.306,1.904,0.892,0.291,0.862,0.869,0.878,0.919,0.962,1.011,1.055,1.097,1.13,1.166,0.45,0.4875
193,08:14:20,153.68,0.5,0.020624999,,14000.0,327.0,655.0,70500.0,1.0,3.285,0.179,-0.02,0.000702,0.101,0.01,204000.0,1.0,1.0,-4.86,0.557,0.995,0.951,0.307,1.899,0.892,0.291,0.865,0.87,0.879,0.919,0.962,1.011,1.056,1.096,1.13,1.167,0.525,0.4625
194,08:17:10,153.765,0.25,0.00625,,14100.0,380.0,760.0,71200.0,1.0,3.286,0.17,-0.02,0.000772,0.102,0.01,204000.0,1.0,1.0,-4.861,0.556,0.995,0.951,0.307,1.9,0.892,0.291,0.864,0.87,0.878,0.918,0.962,1.011,1.054,1.096,1.129,1.167,0.5,0.4625
195,08:19:49,153.793,0.5,0.01625,,14200.0,345.0,690.0,71900.0,1.0,3.279,0.166,-0.021,0.000828,0.105,0.01,204000.0,1.0,1.0,-4.861,0.556,0.995,0.951,0.307,1.899,0.892,0.291,0.863,0.869,0.88,0.919,0.962,1.01,1.055,1.096,1.13,1.167,0.525,0.4625
196,08:22:31,153.836,0.5,0.01875,,14200.0,335.0,670.0,72600.0,1.0,3.277,0.173,-0.021,0.000782,0.105,0.01,204000.0,1.0,1.0,-4.861,0.557,0.995,0.951,0.307,1.901,0.892,0.291,0.863,0.869,0.879,0.919,0.962,1.011,1.055,1.098,1.13,1.165,0.5,0.4375
197,08:25:19,153.905,0.25,0.006875,,14300.0,378.0,755.0,73300.0,1.0,3.287,0.186,-0.022,0.000807,0.106,0.01,204000.0,1.0,1.0,-4.86,0.557,0.995,0.951,0.307,1.899,0.892,0.291,0.863,0.87,0.879,0.919,0.963,1.011,1.055,1.096,1.13,1.167,0.4,0.425
198,08:27:51,153.898,0.625,0.024999999,,14400.0,312.0,625.0,74000.0,1.0,3.293,0.176,-0.02,0.000838,0.102,0.01,204000.0,1.0,1.0,-4.861,0.556,0.995,0.951,0.308,1.899,0.892,0.291,0.865,0.872,0.878,0.92,0.961,1.011,1.054,1.095,1.128,1.164,0.425,0.475
199,08:30:22,153.882,0.5,0.020624999,,14400.0,328.0,655.0,74700.0,1.0,3.295,0.161,-0.019,0.000696,0.099,0.01,204000.0,1.0,1.0,-4.859,0.558,0.997,0.952,0.308,1.904,0.892,0.291,0.863,0.871,0.878,0.92,0.965,1.012,1.058,1.098,1.132,1.168,0.475,0.4875
200,08:38:18,155.493,0.625,0.024999999,0.4,14500.0,312.0,625.0,75300.0,1.0,3.284,0.16,-0.019,0.000717,0.099,0.01,204000.0,1.0,1.0,-4.86,0.555,0.996,0.952,0.309,1.899,0.893,0.291,0.864,0.871,0.879,0.921,0.964,1.013,1.056,1.096,1.132,1.166,0.5,0.5125
201,08:41:00,155.523,0.625,0.02625,,14500.0,308.0,615.0,75900.0,1.0,3.285,0.172,-0.019,0.000756,0.098,0.01,204000.0,1.0,1.0,-4.86,0.555,0.996,0.951,0.31,1.898,0.893,0.291,0.864,0.871,0.879,0.919,0.962,1.011,1.057,1.096,1.131,1.167,0.525,0.5125
202,08:43:46,155.577,0.25,0.0075000003,,14600.0,375.0,750.0,76600.0,1.0,3.28,0.162,-0.018,0.000694,0.097,0.01,204000.0,1.0,1.0,-4.861,0.555,0.995,0.951,0.309,1.897,0.892,0.291,0.866,0.871,0.879,0.918,0.963,1.011,1.053,1.095,1.13,1.165,0.525,0.4625
203,08:46:23,155.585,0.5,0.02,,14700.0,330.0,660.0,77300.0,1.0,3.272,0.165,-0.018,0.000767,0.097,0.01,204000.0,1.0,1.0,-4.86,0.556,0.996,0.952,0.308,1.9,0.892,0.291,0.865,0.87,0.878,0.919,0.963,1.011,1.055,1.096,1.131,1.168,0.5,0.4625
204,08:49:19,155.685,0.125,0.005,,14700.0,382.0,765.0,78000.0,1.0,3.269,0.172,-0.019,0.000702,0.099,0.01,204000.0,1.0,1.0,-4.86,0.556,0.996,0.952,0.309,1.897,0.893,0.291,0.866,0.871,0.88,0.919,0.963,1.011,1.055,1.095,1.13,1.166,0.425,0.45
205,08:51:55,155.683,0.5,0.019375,,14800.0,333.0,665.0,78700.0,1.0,3.255,0.155,-0.02,0.000695,0.1,0.01,204000.0,1.0,1.0,-4.86,0.555,0.996,0.953,0.309,1.897,0.893,0.291,0.866,0.871,0.881,0.919,0.963,1.012,1.055,1.096,1.131,1.166,0.4,0.45
206,08:54:21,155.639,0.625,0.02625,,14900.0,307.0,615.0,79400.0,1.0,3.259,0.16,-0.02,0.00075,0.1,0.01,204000.0,1.0,1.0,-4.858,0.556,0.997,0.954,0.31,1.899,0.893,0.291,0.866,0.874,0.88,0.919,0.965,1.014,1.057,1.098,1.133,1.169,0.4,0.4625
207,08:57:06,155.683,0.625,0.023125,,14900.0,320.0,640.0,80000.0,1.0,3.26,0.181,-0.02,0.000799,0.101,0.01,204000.0,1.0,1.0,-4.859,0.556,0.997,0.953,0.309,1.899,0.893,0.291,0.864,0.872,0.879,0.92,0.964,1.013,1.057,1.097,1.132,1.168,0.475,0.5
208,08:59:43,155.688,0.375,0.01625,,15000.0,343.0,685.0,80600.0,1.0,3.236,0.171,-0.02,0.000655,0.101,0.01,204000.0,1.0,1.0,-4.857,0.557,0.998,0.954,0.31,1.901,0.893,0.29,0.868,0.873,0.88,0.922,0.965,1.013,1.058,1.099,1.134,1.169,0.45,0.475
209,09:02:25,155.719,0.375,0.01625,,15100.0,342.0,685.0,81300.0,1.0,3.238,0.173,-0.02,0.000636,0.101,0.01,204000.0,1.0,1.0,-4.86,0.555,0.996,0.953,0.311,1.897,0.893,0.291,0.866,0.872,0.879,0.92,0.964,1.011,1.056,1.096,1.13,1.167,0.5,0.4625
210,09:05:02,155.728,0.5,0.02125,,15100.0,325.0,650.0,82000.0,1.0,3.229,0.15,-0.02,0.000639,0.102,0.01,204000.0,1.0,1.0,-4.858,0.556,0.998,0.954,0.31,1.899,0.893,0.291,0.867,0.873,0.881,0.921,0.964,1.014,1.058,1.099,1.132,1.169,0.5,0.45
211,09:07:51,155.79,0.125,0.005,,15200.0,383.0,765.0,82700.0,1.0,3.24,0.167,-0.02,0.000632,0.102,0.01,204000.0,1.0,1.0,-4.857,0.556,0.998,0.954,0.313,1.903,0.893,0.29,0.868,0.874,0.881,0.92,0.965,1.013,1.059,1.098,1.134,1.17,0.4,0.4
212,09:10:35,155.826,0.25,0.01125,,15300.0,360.0,720.0,83400.0,1.0,3.245,0.171,-0.02,0.000759,0.102,0.01,204000.0,1.0,1.0,-4.857,0.555,0.999,0.956,0.312,1.898,0.893,0.29,0.869,0.875,0.884,0.922,0.965,1.013,1.059,1.098,1.133,1.169,0.325,0.4
213,09:13:16,155.854,0.375,0.014375,,15300.0,350.0,700.0,84200.0,1.0,3.23,0.147,-0.02,0.000631,0.101,0.01,204000.0,1.0,1.0,-4.859,0.554,0.996,0.953,0.312,1.897,0.893,0.29,0.867,0.874,0.881,0.92,0.963,1.012,1.055,1.096,1.13,1.167,0.325,0.3875
214,09:15:55,155.865,0.375,0.01625,,15400.0,342.0,685.0,84900.0,1.0,3.237,0.159,-0.02,0.000695,0.101,0.01,204000.0,1.0,1.0,-4.858,0.554,0.998,0.954,0.312,1.9,0.893,0.29,0.868,0.875,0.882,0.921,0.965,1.012,1.058,1.098,1.132,1.167,0.325,0.4125
215,09:18:18,155.807,0.75,0.03,,15500.0,295.0,590.0,85500.0,1.0,3.227,0.164,-0.02,0.000619,0.102,0.01,204000.0,1.0,1.0,-4.858,0.555,0.997,0.954,0.311,1.9,0.893,0.29,0.868,0.874,0.881,0.92,0.966,1.012,1.057,1.097,1.131,1.168,0.375,0.4375
216,09:20:53,155.802,0.5,0.02125,,15500.0,325.0,650.0,86100.0,1.0,3.223,0.16,-0.021,0.000699,0.103,0.01,204000.0,1.0,1.0,-4.857,0.555,0.998,0.954,0.312,1.901,0.893,0.29,0.869,0.876,0.882,0.922,0.965,1.012,1.057,1.097,1.131,1.169,0.45,0.425
217,09:23:32,155.816,0.5,0.023125,,15600.0,318.0,635.0,86800.0,1.0,3.213,0.158,-0.021,0.000656,0.103,0.01,204000.0,1.0,1.0,-4.859,0.554,0.997,0.953,0.312,1.898,0.894,0.29,0.868,0.877,0.883,0.92,0.964,1.011,1.056,1.096,1.13,1.166,0.5,0.4125
218,09:26:18,155.867,0.25,0.01,,15600.0,365.0,730.0,87400.0,1.0,3.219,0.182,-0.02,0.000676,0.101,0.01,204000.0,1.0,1.0,-4.859,0.553,0.997,0.954,0.312,1.895,0.893,0.29,0.867,0.874,0.882,0.921,0.964,1.012,1.056,1.097,1.132,1.167,0.475,0.4
219,09:29:02,155.902,0.375,0.01375,,15700.0,352.0,705.0,88100.0,1.0,3.229,0.159,-0.02,0.000636,0.101,0.01,204000.0,1.0,1.0,-4.86,0.553,0.996,0.952,0.312,1.894,0.893,0.29,0.868,0.874,0.881,0.919,0.963,1.009,1.055,1.095,1.129,1.166,0.475,0.4
220,09:31:41,155.916,0.5,0.021875001,,15800.0,323.0,645.0,88800.0,1.0,3.22,0.153,-0.021,0.000674,0.102,0.01,204000.0,1.0,1.0,-4.858,0.554,0.997,0.954,0.312,1.896,0.894,0.29,0.869,0.878,0.882,0.922,0.965,1.013,1.056,1.095,1.129,1.166,0.425,0.4
221,09:34:29,155.972,0.125,0.004375,,15800.0,385.0,770.0,89500.0,1.0,3.239,0.156,-0.02,0.00063,0.101,0.01,204000.0,1.0,1.0,-4.859,0.553,0.997,0.953,0.312,1.897,0.894,0.29,0.87,0.877,0.88,0.92,0.963,1.012,1.056,1.095,1.131,1.165,0.35,0.4
222,09:37:05,155.97,0.625,0.0275,,15900.0,302.0,605.0,90300.0,1.0,3.23,0.153,-0.02,0.000592,0.102,0.01,204000.0,1.0,1.0,-4.86,0.554,0.996,0.952,0.311,1.897,0.893,0.29,0.868,0.875,0.882,0.921,0.963,1.01,1.055,1.095,1.128,1.164,0.375,0.4375
223,09:39:45,155.989,0.25,0.011875,,16000.0,358.0,715.0,90900.0,1.0,3.237,0.168,-0.021,0.000658,0.102,0.01,204000.0,1.0,1.0,-4.859,0.553,0.997,0.953,0.312,1.895,0.894,0.29,0.87,0.875,0.881,0.92,0.964,1.011,1.055,1.096,1.129,1.167,0.375,0.425
224,09:42:29,156.025,0.25,0.011875,,16000.0,357.0,715.0,91600.0,1.0,3.241,0.162,-0.02,0.000592,0.101,0.01,204000.0,1.0,1.0,-4.858,0.553,0.998,0.955,0.313,1.896,0.894,0.29,0.871,0.877,0.884,0.922,0.966,1.012,1.056,1.095,1.13,1.167,0.35,0.4125
225,09:50:55,157.579,0.125,0.005625,0.25,16100.0,380.0,760.0,92300.0,1.0,3.271,0.159,-0.019,0.000523,0.099,0.01,204000.0,1.0,1.0,-4.857,0.554,0.998,0.954,0.313,1.897,0.893,0.29,0.87,0.877,0.882,0.922,0.965,1.012,1.056,1.097,1.131,1.168,0.275,0.35
226,09:53:41,157.618,0.125,0.006875,,16200.0,375.0,750.0,93100.0,1.0,3.272,0.161,-0.019,0.000567,0.099,0.01,204000.0,1.0,1.0,-4.856,0.555,0.999,0.955,0.314,1.899,0.894,0.29,0.87,0.877,0.883,0.922,0.966,1.014,1.059,1.099,1.133,1.17,0.275,0.3125
227,09:56:19,157.619,0.375,0.0175,,16200.0,338.0,675.0,93800.0,1.0,3.284,0.162,-0.019,0.000596,0.098,0.01,204000.0,1.0,1.0,-4.857,0.555,0.998,0.955,0.312,1.897,0.894,0.29,0.869,0.876,0.883,0.922,0.965,1.012,1.057,1.096,1.131,1.167,0.225,0.3
228,09:59:09,157.673,0.125,0.005625,,16300.0,380.0,760.0,94500.0,1.0,3.284,0.156,-0.02,0.000503,0.099,0.0099,204000.0,1.0,1.0,-4.857,0.554,0.998,0.955,0.313,1.897,0.894,0.29,0.871,0.877,0.882,0.921,0.965,1.014,1.057,1.097,1.131,1.167,0.2,0.2875
229,10:01:56,157.715,0.5,0.023125,,16400.0,317.0,635.0,95200.0,1.0,3.28,0.163,-0.019,0.000514,0.099,0.01,204000.0,1.0,1.0,-4.858,0.553,0.997,0.954,0.314,1.894,0.894,0.29,0.872,0.877,0.884,0.922,0.964,1.011,1.056,1.095,1.13,1.165,0.25,0.3
230,10:04:30,157.699,0.375,0.0175,,16400.0,338.0,675.0,95900.0,1.0,3.286,0.144,-0.019,0.000477,0.098,0.0099,204000.0,1.0,1.0,-4.858,0.553,0.998,0.955,0.313,1.895,0.894,0.29,0.873,0.877,0.883,0.921,0.965,1.012,1.056,1.095,1.13,1.166,0.3,0.2875
231,10:07:05,157.685,0.5,0.023125,,16500.0,317.0,635.0,96600.0,1.0,3.283,0.157,-0.02,0.000602,0.099,0.01,204000.0,1.0,1.0,-4.857,0.554,0.998,0.954,0.314,1.898,0.894,0.29,0.871,0.879,0.883,0.922,0.965,1.012,1.056,1.096,1.129,1.167,0.375,0.325
232,10:09:48,157.707,0.25,0.01125,,16500.0,360.0,720.0,97200.0,1.0,3.281,0.154,-0.02,0.00046,0.099,0.01,204000.0,1.0,1.0,-4.857,0.553,0.999,0.955,0.314,1.898,0.894,0.29,0.872,0.877,0.884,0.922,0.967,1.013,1.057,1.096,1.132,1.168,0.35,0.2875
233,10:12:30,157.727,0.25,0.008125,,16600.0,373.0,745.0,97900.0,1.0,3.273,0.151,-0.02,0.000551,0.1,0.01,204000.0,1.0,1.0,-4.858,0.553,0.998,0.954,0.313,1.894,0.894,0.29,0.872,0.877,0.882,0.921,0.965,1.013,1.057,1.095,1.13,1.165,0.375,0.2875
234,10:14:55,157.673,0.625,0.028125,,16700.0,300.0,600.0,98700.0,1.0,3.274,0.148,-0.02,0.000561,0.099,0.0099,204000.0,1.0,1.0,-4.856,0.553,0.999,0.957,0.315,1.895,0.894,0.29,0.872,0.879,0.885,0.923,0.967,1.013,1.057,1.097,1.131,1.168,0.4,0.325
235,10:17:34,157.68,0.375,0.016875,,16800.0,340.0,680.0,99300.0,1.0,3.278,0.16,-0.019,0.000529,0.099,0.01,204000.0,1.0,1.0,-4.858,0.553,0.998,0.955,0.314,1.895,0.894,0.29,0.871,0.878,0.882,0.923,0.965,1.012,1.057,1.095,1.13,1.168,0.4,0.35
236,10:20:03,157.641,0.625,0.028125,,16800.0,300.0,600.0,99900.0,1.0,3.273,0.161,-0.02,0.000506,0.1,0.0099,204000.0,1.0,1.0,-4.857,0.553,0.998,0.955,0.313,1.895,0.894,0.29,0.871,0.876,0.883,0.922,0.965,1.013,1.057,1.097,1.13,1.168,0.425,0.4
237,10:22:52,157.689,0.125,0.00625,,16900.0,377.0,755.0,101000.0,1.0,3.277,0.142,-0.02,0.000497,0.1,0.0099,204000.0,1.0,1.0,-4.858,0.552,0.998,0.954,0.314,1.894,0.894,0.29,0.872,0.878,0.884,0.922,0.964,1.012,1.056,1.094,1.129,1.167,0.4,0.375
238,10:25:12,157.615,0.75,0.035,,17000.0,275.0,550.0,101000.0,1.0,3.26,0.145,-0.021,0.000522,0.102,0.01,204000.0,1.0,1.0,-4.858,0.552,0.998,0.955,0.315,1.895,0.894,0.29,0.872,0.879,0.884,0.921,0.965,1.012,1.056,1.096,1.128,1.166,0.5,0.4375
239,10:27:57,157.648,0.25,0.011875,,17000.0,358.0,715.0,102000.0,1.0,3.268,0.146,-0.021,0.000562,0.101,0.0099,204000.0,1.0,1.0,-4.857,0.553,0.999,0.956,0.314,1.896,0.894,0.29,0.873,0.879,0.883,0.922,0.965,1.013,1.057,1.097,1.131,1.168,0.425,0.4125
240,10:30:34,157.645,0.375,0.0175,,17100.0,337.0,675.0,103000.0,1.0,3.254,0.151,-0.021,0.000447,0.102,0.01,204000.0,1.0,1.0,-4.856,0.553,0.999,0.956,0.315,1.896,0.894,0.29,0.873,0.879,0.884,0.923,0.965,1.013,1.056,1.096,1.131,1.168,0.425,0.4125
241,10:33:16,157.663,0.25,0.01125,,17200.0,360.0,720.0,103000.0,1.0,3.264,0.154,-0.021,0.000471,0.102,0.01,204000.0,1.0,1.0,-4.857,0.552,0.999,0.956,0.316,1.894,0.894,0.29,0.873,0.879,0.883,0.922,0.965,1.013,1.058,1.096,1.131,1.167,0.35,0.3875
242,10:35:49,157.642,0.5,0.0225,,17200.0,320.0,640.0,104000.0,1.0,3.239,0.148,-0.022,0.000486,0.104,0.01,204000.0,1.0,1.0,-4.858,0.552,0.997,0.954,0.313,1.893,0.894,0.29,0.872,0.879,0.883,0.922,0.964,1.011,1.055,1.094,1.128,1.165,0.425,0.4125
243,10:38:14,157.59,0.75,0.030624997,,17300.0,293.0,585.0,105000.0,1.0,3.249,0.16,-0.021,0.000454,0.103,0.01,204000.0,1.0,1.0,-4.857,0.553,0.998,0.955,0.315,1.896,0.894,0.29,0.873,0.879,0.883,0.922,0.965,1.012,1.055,1.096,1.13,1.166,0.425,0.4625
244,10:40:50,157.583,0.625,0.026250001,,17400.0,307.0,615.0,105000.0,1.0,3.254,0.166,-0.021,0.000477,0.103,0.01,204000.0,1.0,1.0,-4.858,0.553,0.998,0.955,0.315,1.894,0.894,0.29,0.873,0.878,0.883,0.921,0.964,1.011,1.055,1.096,1.13,1.166,0.5,0.4625
245,10:43:24,157.567,0.75,0.032500003,,17400.0,285.0,570.0,106000.0,1.0,3.235,0.148,-0.022,0.000565,0.105,0.01,204000.0,1.0,1.0,-4.857,0.552,0.998,0.954,0.316,1.897,0.894,0.29,0.873,0.878,0.883,0.922,0.966,1.012,1.057,1.096,1.13,1.166,0.575,0.5
246,10:46:03,157.576,0.375,0.016875,,17500.0,340.0,680.0,106000.0,1.0,3.23,0.161,-0.022,0.000498,0.105,0.01,204000.0,1.0,1.0,-4.857,0.553,0.999,0.956,0.315,1.894,0.894,0.29,0.874,0.88,0.884,0.923,0.965,1.013,1.057,1.096,1.129,1.166,0.6,0.475
247,10:48:38,157.563,0.375,0.01875,,17500.0,333.0,665.0,107000.0,1.0,3.224,0.142,-0.023,0.000433,0.106,0.0099,204000.0,1.0,1.0,-4.857,0.553,0.998,0.955,0.315,1.896,0.894,0.29,0.874,0.88,0.885,0.922,0.964,1.013,1.055,1.096,1.128,1.167,0.575,0.5
248,10:51:15,157.564,0.25,0.01125,,17600.0,360.0,720.0,108000.0,1.0,3.23,0.142,-0.022,0.000416,0.105,0.0099,204000.0,1.0,1.0,-4.858,0.55,0.998,0.955,0.316,1.891,0.894,0.29,0.873,0.878,0.884,0.92,0.964,1.012,1.056,1.095,1.13,1.166,0.475,0.45
249,10:53:50,157.551,0.5,0.020624999,,17700.0,327.0,655.0,108000.0,1.0,3.225,0.156,-0.023,0.000446,0.106,0.01,204000.0,1.0,1.0,-4.856,0.553,0.999,0.956,0.316,1.898,0.894,0.29,0.874,0.881,0.885,0.923,0.966,1.014,1.058,1.096,1.131,1.167,0.45,0.475
250,11:01:38,158.793,1.0,0.045625,0.45,17700.0,238.0,475.0,109000.0,1.0,3.204,0.152,-0.024,0.000518,0.108,0.01,204000.0,1.0,1.0,-4.858,0.552,0.998,0.955,0.315,1.893,0.894,0.29,0.875,0.879,0.884,0.921,0.965,1.011,1.054,1.095,1.129,1.165,0.5,0.5375
251,11:04:22,158.814,0.25,0.011875,,17800.0,357.0,715.0,110000.0,1.0,3.21,0.151,-0.023,0.000445,0.107,0.01,204000.0,1.0,1.0,-4.857,0.553,0.998,0.954,0.315,1.896,0.894,0.29,0.875,0.879,0.883,0.923,0.965,1.011,1.056,1.094,1.129,1.165,0.475,0.5375
252,11:06:59,158.806,0.375,0.0175,,17900.0,338.0,675.0,110000.0,1.0,3.207,0.147,-0.024,0.000487,0.108,0.0099,204000.0,1.0,1.0,-4.856,0.553,0.999,0.956,0.315,1.896,0.894,0.29,0.873,0.881,0.885,0.923,0.965,1.013,1.056,1.096,1.13,1.167,0.475,0.525
253,11:09:16,158.721,0.75,0.035625,,17900.0,272.0,545.0,111000.0,1.0,3.199,0.142,-0.024,0.000425,0.108,0.01,204000.0,1.0,1.0,-4.858,0.553,0.998,0.955,0.315,1.893,0.894,0.29,0.875,0.881,0.883,0.921,0.963,1.011,1.055,1.094,1.129,1.164,0.575,0.525
254,11:11:27,158.611,1.0,0.045624997,,18000.0,238.0,475.0,111000.0,1.0,3.198,0.148,-0.024,0.000551,0.109,0.0099,204000.0,1.0,1.0,-4.856,0.551,0.999,0.956,0.318,1.894,0.895,0.29,0.876,0.883,0.886,0.923,0.966,1.012,1.057,1.095,1.13,1.166,0.675,0.5625
255,11:14:01,158.593,0.375,0.0175,,18000.0,337.0,675.0,112000.0,1.0,3.196,0.138,-0.025,0.000479,0.11,0.0099,204000.0,1.0,1.0,-4.856,0.551,0.999,0.956,0.317,1.893,0.895,0.29,0.877,0.881,0.885,0.924,0.966,1.013,1.057,1.095,1.13,1.165,0.55,0.525
